address,brand,city,postcode,country,extras,latitude,longitude,opening_hours,name,phone,ref,state,website
148 rue du Perray,Decathlon,NANTES,44300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.25151030000001,-1.5130288,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Decathlon Nantes Paridis,+33240490809,0070006500065,,https://www.decathlon.fr/store-locator
"Avenue Jean Monnet, ZAC de la Méridienne",Decathlon,Villeneuve les Béziers,34420,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.335004,3.284207,"{'opening_hours': {'Mon': '', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Villeneuve les Béziers,+33467351820,0070006600066,,https://www.decathlon.fr/store-locator
ZAC du Carreau Anna,Decathlon,Wittenheim,68270,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.796132427835,7.3075977275086,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Wittenheim - Kingersheim,+33389570730,0070006700067,,https://www.decathlon.fr/store-locator
"Quartier QUIEZ, 118 Chemin des Canniers",Decathlon,Ollioules,83190,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.124603387346,5.8807150701141,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Toulon - Ollioules,+33494189540,0070006900069,,https://www.decathlon.fr/store-locator
592 boulevard du mercantour,Decathlon,NICE,06200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.72686661145037,7.1866185714111275,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-20:00', 'Sun': ''}}",Decathlon Nice Lingostière,+33493181011,0070007000070,,https://www.decathlon.fr/store-locator
3 rue de la Trémouillière,Decathlon,Saint Egrève,38120,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.240255,5.668488,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Grenoble - Saint Egrève ,+33476750276,0070007100071,,https://www.decathlon.fr/store-locator
Centre Commercial Carrefour,Decathlon,Villiers en Biere,77190,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.500564745962,2.5837826799011,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '09:30-20:00', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Villiers en Bière,+33164390900,0070007200072,,https://www.decathlon.fr/store-locator
ZAC de Pluvignon,Decathlon,BETTON,35830,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.16306468330173,-1.6381873022896976,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Decathlon Rennes Betton,+33223274141,0070007300073,,https://www.decathlon.fr/store-locator
Rue Prosper Guilhem,Decathlon,Beaucouzé,49070,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.467694948156,-0.61909174736023,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Angers Beaucouzé,+33241730430,0070007400074,,https://www.decathlon.fr/store-locator
"43, rue marocaz",Decathlon,Saint Alban Leysse,73230,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.574107710989,5.9491106428528,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Chambéry - Saint Alban Leysse,+33479853785,0070007600076,,https://www.decathlon.fr/store-locator
Rue Fernand Sastre. A côté du stade Pierre Brisson. Sortie 15 sur A16.,Decathlon,BEAUVAIS,60000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.434834029732905,2.1139885740661413,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Beauvais,+33344459660,0070007700077,,https://www.decathlon.fr/store-locator
16 Rue de Lisbonne,Decathlon,Rosny-sous-Bois,93110,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.882107,2.470933,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",Domus - Rosny sous Bois,+33148024426,0070007800078,,https://www.decathlon.fr/store-locator
ZAC Actipolis,Decathlon,FOUQUIERES LES BETHUNE,62232,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.514336490945055,2.6222957718276607,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Fouquières lès Béthune,+33321659300,0070007900079,,https://www.decathlon.fr/store-locator
26 rue Georges Meliès,Decathlon,TOURS,37100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.428158212354,0.7072684669342,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Tours Nord,+33247490405,0070008000080,,https://www.decathlon.fr/store-locator
Rue André Breton,Decathlon,Besançon,25000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.215892439677,5.9507893029022,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Besançon,+33381418500,0070008100081,,https://www.decathlon.fr/store-locator
"Autoroute A104, A1, et N3, Rue victor Drouet",Decathlon,Claye Souilly,77410,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.94676722561,2.670301222229,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '09:30-20:00', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:30-20:00', 'Sun': '10:00-19:30'}}",Claye Souilly,+33160276000,0070008200082,,https://www.decathlon.fr/store-locator
"Rue de Chabannes, ZAC de Montravel",Decathlon,Villars,42390,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.468709691841,4.3436404920044,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Saint Etienne - Villars,+33477930021,0070008300083,,https://www.decathlon.fr/store-locator
Rue des fréres Renault,Decathlon,La Chapelle Saint Aubin,72650,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.04015853127,0.1740542824173,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Le Mans Nord - La Chapelle Saint Aubin,+33243770808,0070008400084,,https://www.decathlon.fr/store-locator
Lieu dit Les Dames Blanches,Decathlon,TROYES-LAVAU,10150,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.33283,4.103365,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Troyes - Lavau,+33325800222,0070008800088,,https://www.decathlon.fr/store-locator
ZAC du Clos aux Antes,Decathlon,Tourville La rivière,76410,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.327556142729,1.0948720145416,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Rouen - Tourville La rivière,+33232963100,0070008900089,,https://www.decathlon.fr/store-locator
26 Avenue de Wagram,Decathlon,Paris,75008,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.876526449495,2.297394780426,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Paris Wagram,+33145726688,0070009000090,,https://www.decathlon.fr/store-locator
5 rue Charles Darwin ZC des sports,Decathlon,Niort,79000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.316717022458,-0.41801729430389,"{'opening_hours': {'Mon': '09:00-18:00', 'Tue': '', 'Wed': '', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Niort,+33549333497,0070009200092,,https://www.decathlon.fr/store-locator
Chemin du Roy d Espagne,Decathlon,Marseille,13009,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.239744250986,5.396694142189,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Marseille Bonneveine,+33491165240,0070009300093,,https://www.decathlon.fr/store-locator
50 Avenue de Grèce,Decathlon,AMIENS,80090,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.86932609999999,2.2803219,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Amiens,+33322450045,0070009500095,,https://www.decathlon.fr/store-locator
1 Rue Jean Mermoz,Decathlon,VENDIN LE VIEIL,62880,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.46339830527508,2.8290720370483147,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Lens - Vendin le Vieil,+33321706060,0070009600096,,https://www.decathlon.fr/store-locator
Zone d´activités commerciales du Bord des Eaux,Decathlon,HENIN BEAUMONT,62110,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.4072972,2.9730116,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Henin Beaumont,+33391830340,0070009700097,,https://www.decathlon.fr/store-locator
"ZAC du Grand Noble, 9, allée Emile Zola",Decathlon,Blagnac,31700,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.643483661595,1.3697865847671,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-20:00', 'Sun': ''}}",Toulouse Blagnac,+33562747020,0070009800098,,https://www.decathlon.fr/store-locator
2 Rue de la Lujerneta,Decathlon,MONACO,98000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.729966,7.4160829,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Decathlon Monaco,+37792050150,0070009900099,,https://www.decathlon.fr/store-locator
Zone Commerciale Atlantis - Place Océane,Decathlon,SAINT HERBLAIN,44800,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.2256544,-1.6312789,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Decathlon Nantes - Atlantis Saint Herblain,+33240920000,0070010000100,,https://www.decathlon.fr/store-locator
"Route Nationale 6                   , Zone Jacquard",Decathlon,Varennes les Macon,71000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.278271587841,4.8032217473602,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Mâcon,+33385205100,0070011000110,,https://www.decathlon.fr/store-locator
"330, Avenue Marcou Delanglade, Zone commerciale Auchan Mistral 7",Decathlon,AVIGNON,84140,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.919561658069,4.8675829470825,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Avignon sud - mistral 7,+33490138080,0070011300113,,https://www.decathlon.fr/store-locator
Rue Saint Guy,Decathlon,Forbach,57600,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.197189783381,6.9337149523925,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Forbach,+33387293860,0070011500115,,https://www.decathlon.fr/store-locator
5 Rue du Fort,Decathlon,GEISPOLSHEIM,67118,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.525451,7.688574,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Strasbourg - Geispolsheim,+33388653900,0070011600116,,https://www.decathlon.fr/store-locator
4 Boulevard de Mons,Decathlon,VILLENEUVE D'ASCQ,59650,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.64513702696318,3.141633794967662,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Decathlon Villeneuve d'Ascq - Campus,+33320335022,0070011800118,,https://www.decathlon.fr/store-locator
26 rue de la resistance,Decathlon,Annemasse,74100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.1960801,6.2583658,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Annemasse,+33450439300,0070011900119,,https://www.decathlon.fr/store-locator
332 avenue Général de Gaulle,Decathlon,Bron,69500,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.7258711,4.9291861,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Lyon Bron St Exupery,+33472158737,0070012100121,,https://www.decathlon.fr/store-locator
"3, rue du Moulin",Decathlon,CHANTEPIE,35135,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.0901168,-1.6267919,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Decathlon Rennes - Chantepie,+33299410303,0070012200122,,https://www.decathlon.fr/store-locator
Zone d activités Commerciales Les Closeaux 2000,Decathlon,BUCHELAY,78200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.002235,1.649881,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Mantes La Jolie Buchelay,+33130638600,0070012500125,,https://www.decathlon.fr/store-locator
"Avenue d´Irlande, ZAC ALBASUD",Decathlon,Montauban,82000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.984650148794,1.3334748981476,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Montauban,+33563918400,0070012700127,,https://www.decathlon.fr/store-locator
Les Carandes,Decathlon,Mondeville,14120,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.154935865529,-0.28744121733551,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Caen - Mondeville,+33231354646,0070012900129,,https://www.decathlon.fr/store-locator
Chemin des Tuileries,Decathlon,Limonest,69760,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.822362624404,4.7677408148194,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Limonest,+33478663100,0070013100131,,https://www.decathlon.fr/store-locator
2 allée des érables,Decathlon,Houdemont,54180,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.642537804281,6.1834727976227,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Nancy - Houdemont,+33383590000,0070013200132,,https://www.decathlon.fr/store-locator
"55, Route de Prix les Mezieres",Decathlon,CHARLEVILLE-MEZIERES,08000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.754107066438976,4.705349153442406,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Decathlon Charleville-Mézières,+33324596400,0070013300133,,https://www.decathlon.fr/store-locator
7 Rue de la louvetière,Decathlon,PONTAULT COMBAULT,77340,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.775486151318354,2.5995468406143107,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:30-20:00', 'Sun': '10:00-19:00'}}",Pontault Combault,+33164435910,0070013400134,,https://www.decathlon.fr/store-locator
65 Avenue Emile Didier,Decathlon,GAP,05000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.567418776089,6.0954560886383,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Gap,+33492525700,0070013600136,,https://www.decathlon.fr/store-locator
ZAC de Mont-Joie,Decathlon,SAINT MARTIN BOULOGNE,62280,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.729455758061455,1.6447750158691399,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Decathlon Boulogne sur mer - Saint Martin Boulogne,+33321103900,0070013900139,,https://www.decathlon.fr/store-locator
L'AUTRE FAUBOURG,Decathlon,Cholet,49300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.074863775227,-0.83482796409607,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Cholet,+33241560022,0070014800148,,https://www.decathlon.fr/store-locator
"Centre Commercial des Saisons de Meaux, 5 avenue Roland Moreno",Decathlon,Chauconin Neufmontiers,77124,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.956570795601,2.8636577957703,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '09:30-20:00', 'Sun': ''}}",Meaux,+33160099696,0070014900149,,https://www.decathlon.fr/store-locator
Pôle d'activités de la galoterie,Decathlon,Lisieux,14100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.144141394544,0.27928690345764,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Lisieux,+33231486040,0070015000150,,https://www.decathlon.fr/store-locator
chemin Maquens,Decathlon,Carcassonne,11000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.204581916482,2.3138548710251,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Carcassonne,+33468102240,0070015100151,,https://www.decathlon.fr/store-locator
90 Route du chateau de Beauregard,Decathlon,SAINT NAZAIRE,44600,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.289599660602,-2.259009464032,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Decathlon Saint Nazaire,+33251106000,0070015200152,,https://www.decathlon.fr/store-locator
Chemin des Bourgeois,Decathlon,AULNOY-LEZ-VALENCIENNES,59300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.33493665252072,3.511095771827688,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Aulnoy-Lez-Valenciennes,+33327200333,0070015400154,,https://www.decathlon.fr/store-locator
