address,city,postcode,country,extras,lat,long,name,ref,state,phone,website,opening_hours
Chaussée de Mons 327,Soignies,7060,BE,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",50.54836836,4.04807031,Jardiland,3682051,Région Wallonne,+32 67 33 42 01,https://www.jardiland.com/magasins/magasin-soignies,"{'opening_hours': {'Mon': 'Closed', 'Tue': '09:30-18:00', 'Wed': '09:30-18:00', 'Thu': '09:30-18:00', 'Fri': '09:30-18:00', 'Sat': '09:30-18:00', 'Sun': '10:00-12:00'}}"
Allée des Platanes,Soissons,02200,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.35921819,3.31772187,Jardiland,3682020,Hauts-de-France,+33 3 23 75 37 50,https://www.jardiland.com/magasins/magasin-soissons,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
3 Route nationale,Blesmes,02400,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.04033616,3.44934122,Jardiland,3682019,Hauts-de-France,+33 3 23 85 34 40,https://www.jardiland.com/magasins/magasin-chateau-thierry-blesmes,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-12:30, 14:00-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
13 Rue Jean Monnet,Claye-Souilly,77410,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.95089553,2.66209663,Jardiland,3682021,Île-de-France,+33 1 60 27 26 36,https://www.jardiland.com/magasins/magasin-claye-souilly,"{'opening_hours': {'Mon': '10:00-19:00', 'Tue': '10:00-19:00', 'Wed': '10:00-19:00', 'Thu': '10:00-19:00', 'Fri': '10:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-19:00'}}"
110 Rue de Perruet,Ornex,01210,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",46.28174523,6.09022915,Jardiland,3682022,Auvergne-Rhône-Alpes,+33 4 50 28 42 00,https://www.jardiland.com/magasins/magasin-annecy-ornex,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-13:00, 14:00-18:00'}}"
Route de Saint-Pourçain,Charmeil,03110,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",46.15911295,3.3919056,Jardiland,3682028,Auvergne-Rhône-Alpes,+33 4 70 58 89 80,https://www.jardiland.com/magasins/magasin-vichy-charmeil,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-12:30, 14:00-19:00', 'Sun': '10:00-12:00, 14:30-19:00'}}"
24 Boulevard d'Orient,Gap,05000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",44.57022538,6.10654131,Jardiland,3682025,Provence-Alpes-Côte d'Azur,+33 4 92 52 21 51,https://www.jardiland.com/magasins/magasin-gap,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-18:30'}}"
Rue de la Chevêche,Domérat,03410,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",46.3674236,2.56501794,Jardiland,3682024,Auvergne-Rhône-Alpes,+33 4 70 08 70 10,https://www.jardiland.com/magasins/magasin-montlucon-domerat,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-12:30, 14:00-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
Rue du Linkling,Terville,57180,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.35170988,6.14248349,Jardiland,3681950,Grand Est,+33 3 82 82 47 39,https://www.jardiland.com/magasins/magasin-thionville-terville,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': 'Closed'}}"
3 Rue des Dinandiers,Metz,57070,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.10881651,6.22816403,Jardiland,3681959,Grand Est,+33 3 87 21 11 60,https://www.jardiland.com/magasins/magasin-metz,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': 'Closed'}}"
Rue du Cheval Blanc,Marcq-en-Barœul,59700,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",50.68282606,3.08803886,Jardiland,3681958,Hauts-de-France,+33 3 28 09 90 10,https://www.jardiland.com/magasins/magasin-lille-marcq-en-baroeul,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-19:00'}}"
14 Rue Augustin Fresnel,Châlons-en-Champagne,51000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.94206297,4.3957694,Jardiland,3681949,Grand Est,+33 3 26 21 96 62,https://www.jardiland.com/magasins/magasin-chalons-en-champagne,"{'opening_hours': {'Mon': '09:30-12:00, 14:00-19:00', 'Tue': '09:30-12:00, 14:00-19:00', 'Wed': '09:30-12:00, 14:00-19:00', 'Thu': '09:30-12:00, 14:00-19:00', 'Fri': '09:30-12:00, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
Chemin Vert,Calais,62100,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",50.94233625,1.83654078,Jardiland,3681960,Hauts-de-France,+33 3 21 19 78 10,https://www.jardiland.com/magasins/magasin-calais,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-19:00'}}"
Rue de Longvic,Chenôve,21300,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.28510901,5.0240052,Jardiland,3681963,Bourgogne-Franche-Comté,+33 3 80 54 98 60,https://www.jardiland.com/magasins/magasin-dijon-chenove,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-19:00'}}"
742 Boulevard du Mercantour,Nice,06200,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",43.74314157,7.18611463,Jardiland,3682027,Provence-Alpes-Côte d'Azur,+33 4 93 29 87 78,https://www.jardiland.com/magasins/magasin-nice,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': '09:00-13:00, 15:00-19:00'}}"
Rue des 5 Chemins,Saint-Lô,50000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.09862384,-1.07979962,Jardiland,3693833,Normandie,+33 2 33 57 69 19,https://www.jardiland.com/magasins/magasin-saint-lo,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-13:00, 14:00-19:00', 'Sun': '10:00-12:30, 14:00-18:30'}}"
210 Route de Villedieu,Granville,50400,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.8371763,-1.5584049,Jardiland,3693837,Normandie,+33 2 33 90 13 33,https://www.jardiland.com/magasins/magasin-granville-yquelon,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-13:00, 14:00-19:00', 'Sun': '10:00-12:30, 14:00-18:30'}}"
Carretera de Rubí,Sant Cugat del Vallès,08174,ES,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",41.47935488,2.05819933,Jardiland,3682046,Barcelona,+34 936 75 04 52,https://www.jardiland.com/magasins/magasin-barcelona-sant-cugat,"{'opening_hours': {'Mon': '10:00-20:30', 'Tue': '10:00-20:30', 'Wed': '10:00-20:30', 'Thu': '10:00-20:30', 'Fri': '10:00-20:30', 'Sat': '10:00-20:30', 'Sun': '10:00-20:30'}}"
Carrer Cardener,Gavà,08850,ES,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",41.28844095,2.00986299,Jardiland,3682042,Barcelona,+34 936 62 20 50,https://www.jardiland.com/magasins/magasin-barcelona-gava,"{'opening_hours': {'Mon': '10:00-20:30', 'Tue': '10:00-20:30', 'Wed': '10:00-20:30', 'Thu': '10:00-20:30', 'Fri': '10:00-20:30', 'Sat': '10:00-20:30', 'Sun': '10:00-20:30'}}"
C-31,Cubelles,08880,ES,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",41.20664413,1.66721479,Jardiland,3682026,Barcelona,+34 938 95 25 29,https://www.jardiland.com/magasins/magasin-barcelona-cubelles,"{'opening_hours': {'Mon': '10:00-20:30', 'Tue': '10:00-20:30', 'Wed': '10:00-20:30', 'Thu': '10:00-20:30', 'Fri': '10:00-20:30', 'Sat': '10:00-20:30', 'Sun': '10:00-20:30'}}"
Carr. de Tarragona,Lleida,25198,ES,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",41.64475639,0.56745414,Jardiland,3682041,Lleida,+34 973 23 29 10,https://www.jardiland.com/magasins/magasin-lleida,"{'opening_hours': {'Mon': '10:00-14:00, 16:00-20:00', 'Tue': '10:00-14:00, 16:00-20:00', 'Wed': '10:00-14:00, 16:00-20:00', 'Thu': '10:00-14:00, 16:00-20:00', 'Fri': '10:00-14:00, 16:00-20:00', 'Sat': '10:00-20:30', 'Sun': '10:00-20:00'}}"
Carrer dels Matalassers,Reus,43204,ES,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",41.1206822,1.1573161,Jardiland,3682045,Tarragona,+34 977 39 57 87,https://www.jardiland.com/magasins/magasin-tarragona-reus,"{'opening_hours': {'Mon': '10:00-20:30', 'Tue': '10:00-20:30', 'Wed': '10:00-20:30', 'Thu': '10:00-20:30', 'Fri': '10:00-20:30', 'Sat': '10:00-20:30', 'Sun': '10:00-20:30'}}"
Avenida de Dom Mendo,Maia,4470-009,PT,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",41.22687941,-8.63588895,Jardiland,3682043,Porto,+351 22 947 1300,https://www.jardiland.com/magasins/magasin-porto-maia,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}"
2 Rue Armand Peugeot,La Queue-en-Brie,94510,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.78255819,2.57086449,Jardiland,3681946,Île-de-France,+33 1 45 94 81 82,https://www.jardiland.com/magasins/magasin-la-queue-en-brie,"{'opening_hours': {'Mon': '10:00-19:00', 'Tue': '10:00-19:00', 'Wed': '10:00-19:00', 'Thu': '10:00-19:00', 'Fri': '10:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-19:00'}}"
2 Avenue des Vingt-Huit Arpents,Bonneuil-sur-Marne,94380,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.76432687,2.47885372,Jardiland,3681962,Île-de-France,+33 1 56 71 24 10,https://www.jardiland.com/magasins/magasin-bonneuil-sur-marne,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': '09:30-19:30'}}"
1 Allée de l'air du Temps,Lieusaint,77127,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.61797381,2.5513267,Jardiland,3681964,Île-de-France,+33 1 60 60 84 48,https://www.jardiland.com/magasins/magasin-lieusaint-carre-senart,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-19:00'}}"
44 Rue de la Plaine,Villabé,91100,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.58621744,2.44596004,Jardiland,3681948,Île-de-France,+33 1 64 98 20 40,https://www.jardiland.com/magasins/magasin-villabe,"{'opening_hours': {'Mon': '10:00-19:00', 'Tue': '10:00-19:00', 'Wed': '10:00-19:00', 'Thu': '10:00-19:00', 'Fri': '10:00-19:00', 'Sat': '10:00-19:00', 'Sun': '10:00-19:00'}}"
Rue Passe Debout,Saran,45770,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.93821499,1.89141301,Jardiland,3681954,Centre-Val de Loire,+33 2 38 72 46 10,https://www.jardiland.com/magasins/magasin-saran-orleans-nord,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-18:30'}}"
Chemin du Varaique,Épron,14610,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.21930219,-0.36468008,Jardiland,3681945,Normandie,+33 2 31 53 12 10,https://www.jardiland.com/magasins/magasin-caen-epron,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:00-18:30'}}"
45 Rue Védrines,Tours,37100,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.42665978,0.70605384,Jardiland,3681947,Centre-Val de Loire,+33 2 47 49 24 46,https://www.jardiland.com/magasins/magasin-tours-nord,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-19:00'}}"
8 Rue Eric Tabarly,Guéret,23000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",46.18312968,1.88620359,Jardiland,3681965,Nouvelle-Aquitaine,+33 5 55 52 33 00,https://www.jardiland.com/magasins/magasin-gueret,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
Rue Georges Lécques 209,Noumea,98800,NC,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",-22.22427511,166.48590849,Jardiland,3686481,Province Sud,+687 43.15.30,https://www.jardiland.com/magasins/magasin-noumea-nouvelle-caledonie,"{'opening_hours': {'Mon': '08:00-18:00', 'Tue': '08:00-16:00', 'Wed': 'Closed', 'Thu': '08:00-18:00', 'Fri': '08:00-18:00', 'Sat': '08:00-18:00', 'Sun': '08:00-12:00'}}"
Rue des Marettes,Cherbourg-en-Cotentin,50470,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.60433248,-1.59769057,Jardiland,3681952,Normandy,+33 2 33 88 50 10,https://www.jardiland.com/magasins/magasin-cherbourg-la-glacerie,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:00-19:00'}}"
Avenue du Midi,Agen,47000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",44.1798285,0.61917175,Jardiland,3681961,Nouvelle-Aquitaine,+33 5 53 77 72 22,https://www.jardiland.com/magasins/magasin-agen,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-18:30'}}"
295 Route d'Espagne,Toulouse,31100,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",43.54586649,1.41981356,Jardiland,3681957,Occitanie,+33 5 62 87 15 87,https://www.jardiland.com/magasins/magasin-toulouse-portet,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-12:30, 14:00-18:30'}}"
16 Avenue Pierre Mendès-France,Mérignac,33700,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",44.8345151,-0.63853146,Jardiland,3681956,Nouvelle-Aquitaine,+33 5 56 12 46 40,https://www.jardiland.com/magasins/magasin-merignac,"{'opening_hours': {'Mon': '09:00-12:30, 14:00-19:00', 'Tue': '09:00-12:30, 14:00-19:00', 'Wed': '09:00-12:30, 14:00-19:00', 'Thu': '09:00-12:30, 14:00-19:00', 'Fri': '09:00-12:30, 14:00-19:00', 'Sat': '09:00-12:30, 14:00-19:00', 'Sun': '09:30-12:30, 14:30-18:30'}}"
6 Route de Pau,Tarbes,65000,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",43.2383732,0.04717937,Jardiland,3681951,Occitanie,+33 5 62 44 39 30,https://www.jardiland.com/magasins/magasin-tarbes,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-12:30, 14:00-18:30'}}"
Av. de Bayonne,Bidart,64210,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",43.44661294,-1.57494604,Jardiland,3681953,Nouvelle-Aquitaine,+33 5 59 54 70 54,https://www.jardiland.com/magasins/magasin-bidart,"{'opening_hours': {'Mon': '09:30-12:30, 14:00-19:00', 'Tue': '09:30-12:30, 14:00-19:00', 'Wed': '09:30-12:30, 14:00-19:00', 'Thu': '09:30-12:30, 14:00-19:00', 'Fri': '09:30-12:30, 14:00-19:00', 'Sat': '09:30-12:30, 14:00-19:00', 'Sun': '10:00-12:30, 14:30-18:30'}}"
4 Route de Neuilly,Rantigny,60290,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.3406968,2.43219439,Jardiland,3693887,Hauts-de-France,+33 3 44 73 05 95,https://www.jardiland.com/magasins/magasin-rantigny,"{'opening_hours': {'Mon': '10:00-12:30, 14:00-19:00', 'Tue': '10:00-12:30, 14:00-19:00', 'Wed': '10:00-12:30, 14:00-19:00', 'Thu': '10:00-12:30, 14:00-19:00', 'Fri': '10:00-12:30, 14:00-19:00', 'Sat': '10:00-12:30, 14:00-19:00', 'Sun': '10:00-12:30, 14:00-18:00'}}"
1 BIS Avenue Jean Jaurès,Neuilly-sur-Marne,93330,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.8623276,2.5432759,Jardiland,4751258,Île-de-France,+33 1 43 08 10 30,https://www.jardiland.com/magasins/magasin-neuilly-sur-marne,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '10:00-18:01'}}"
Boulevard du Parisis,Cormeilles-en-Parisis,95240,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.952881,2.197264,Jardiland,4227178,Île-de-France,+33 1 34 28 44 00,https://www.jardiland.com/magasins/magasin-cormeilles-en-parisis,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': '09:30-19:00'}}"
2045 Avenue de Chambéry,La Ravoire,73490,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",45.562454,5.971089,Jardiland,3693883,Auvergne-Rhône-Alpes,+33 4 79 69 54 03,https://www.jardiland.com/magasins/magasin-chambery-la-ravoire,"{'opening_hours': {'Mon': '09:00-12:00, 14:00-19:00', 'Tue': '09:00-12:00, 14:00-19:00', 'Wed': '09:00-12:00, 14:00-19:00', 'Thu': '09:00-12:00, 14:00-19:00', 'Fri': '09:00-12:00, 14:00-19:00', 'Sat': '09:00-19:00', 'Sun': '09:30-12:15, 14:30-18:00'}}"
2 Rue de la Glacière,Coutances,50200,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.0698113,-1.4291331,Jardiland,3693874,Normandie,,,
2045 Avenue de Chambéry,La Ravoire,73490,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",45.562454,5.971089,Jardiland,3693883,Auvergne-Rhône-Alpes,,,
4 Route de Neuilly,Rantigny,60290,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",49.3406968,2.43219439,Jardiland,3693887,Hauts-de-France,,,
Impasse du Grain d'Or,La Chaussée-Saint-Victor,41260,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",47.61933923,1.36686242,Jardiland,3699273,Centre-Val de Loire,,,
Carrer Número 8,La Pobla de Vallbona,46185,ES,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",39.60752972,-0.55528271,Jardiland,3879860,Valencia,,,
Boulevard du Parisis,Cormeilles-en-Parisis,95240,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.952881,2.197264,Jardiland,4227178,Île-de-France,,,
1 BIS Avenue Jean Jaurès,Neuilly-sur-Marne,93330,FR,"{'Brand': 'Jardiland', 'fascia': 'Jardiland', 'category': 'Sports', 'edit_date': '20250311', 'lat_lon_source': 'Third Party'}",48.8623276,2.5432759,Jardiland,4751258,Île-de-France,,,
