full_addr,city,country,brand,extras,lat,lon,opening_hours,phone,ref,postcode,name,state,website
"Water Lane, Thetford, Norfolk IP24 1BB",Thetford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.416126,0.743064,{'opening_hours': {}},,2637,IP24 1BB,Thetford Priory,Norfolk,https://www.english-heritage.org.uk/visit/places/thetford-priory/
", Alresford, Hampshire",Alresford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.122214,-1.195062,{'opening_hours': {}},,2781,,The Grange at Northington,Hampshire,https://www.english-heritage.org.uk/visit/places/northington-grange/
"Hall Drive, Sutton Scarsdale, Derbyshire S44 5UR",Sutton Scarsdale,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.2162,-1.341,{'opening_hours': {}},,2645,S44 5UR,Sutton Scarsdale Hall,Derbyshire,https://www.english-heritage.org.uk/visit/places/sutton-scarsdale-hall/
"Off B3254, St Cleer, Cornwall PL14 5JY",St Cleer,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.491651,-4.455734,{'opening_hours': {}},,3004,PL14 5JY,Trethevy Quoit,Cornwall,https://www.english-heritage.org.uk/visit/places/trethevy-quoit/
"Finsthwaite, Ulverston, Cumbria LA12 8AX",Ulverston,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.285414,-2.965043,{'opening_hours': {}},01539 531087,3119,LA12 8AX,Stott Park Bobbin Mill,Cumbria,https://www.english-heritage.org.uk/visit/places/stott-park-bobbin-mill/
", Wellow, Somerset BA2 8NR",Wellow,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.313358,-2.381693,{'opening_hours': {}},,2761,BA2 8NR,Stoney Littleton Long Barrow,Somerset,https://www.english-heritage.org.uk/visit/places/stoney-littleton-long-barrow/
"Stokesay  , Craven Arms, Shropshire SY7 9AH",Craven Arms,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.428284,-2.831005,{'opening_hours': {}},01588 672544,3151,SY7 9AH,Stokesay Castle,Shropshire,https://www.english-heritage.org.uk/visit/places/stokesay-castle/
", Near Amesbury, Wiltshire SP4 7DE",Near Amesbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.1831565223,-1.85887471623,{'opening_hours': {}},,3752,SP4 7DE,Stonehenge,Wiltshire,https://www.english-heritage.org.uk/visit/places/stonehenge/
"Steeton Way, South Milford, North Yorkshire LS25 5PD",South Milford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.777766,-1.2671,{'opening_hours': {}},,3534,LS25 5PD,Steeton Hall Gateway,North Yorkshire,https://www.english-heritage.org.uk/visit/places/steeton-hall-gateway/
", Forcett, North Yorkshire DL11 7RU",Forcett,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.506388,-1.724551,{'opening_hours': {}},,2437,DL11 7RU,Stanwick Iron Age Fortifications,North Yorkshire,https://www.english-heritage.org.uk/visit/places/stanwick-iron-age-fortifications/
", Stanton Drew, Somerset BS39 4EW",Stanton Drew,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.367139,-2.5760365,{'opening_hours': {}},,3075,BS39 4EW,Stanton Drew Circles and Cove,Somerset,https://www.english-heritage.org.uk/visit/places/stanton-drew-circles-and-cove/
"Church Bank, Jarrow, Tyne and Wear NE32 3DY",Jarrow,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.981461,-1.470872,{'opening_hours': {}},01914 897052,2409,NE32 3DY,"St Paul&#39;s Monastery, Jarrow",Tyne and Wear,https://www.english-heritage.org.uk/visit/places/st-pauls-monastery-jarrow/
"Castle Drive, Nr Truro, Cornwall TR2 5DE",Nr Truro,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.156122,-5.023468,{'opening_hours': {}},01326 270526,3179,TR2 5DE,St Mawes Castle,Cornwall,https://www.english-heritage.org.uk/visit/places/st-mawes-castle/
", Barton-upon-Humber, North Lincolnshire DN18 5EX",Barton-upon-Humber,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.684407,-0.43419,{'opening_hours': {}},01652 632516,3127,DN18 5EX,"St Peter&#39;s Church, Barton-upon-Humber",North Lincolnshire,https://www.english-heritage.org.uk/visit/places/st-peters-church-barton-upon-humber/
"Beccles Road, Great Yarmouth, Norfolk NR31 9HE",Great Yarmouth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.539358,1.625571,{'opening_hours': {}},,2593,NR31 9HE,St Olave&#39;s Priory,Norfolk,https://www.english-heritage.org.uk/visit/places/st-olaves-priory/
"St Leonard’s Street, West Malling, Kent ME19 6PD",West Malling,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.285657,0.400989,{'opening_hours': {}},,2793,ME19 6PD,St Leonard&#39;s Tower,Kent,https://www.english-heritage.org.uk/visit/places/st-leonards-tower/
"St. Mary&#39;s Church, Ripon, North Yorkshire HG4 3DY",Ripon,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.12034,-1.579026,{'opening_hours': {}},01765 608888,3526,HG4 3DY,"St Mary&#39;s Church, Studley Royal",North Yorkshire,https://www.english-heritage.org.uk/visit/places/st-marys-church-studley-royal/
"Swingfield, Dover, Kent CT15 7HG",Dover,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.151203,1.193192,{'opening_hours': {}},01304 211067,2509,CT15 7HG,St John&#39;s Commandery,Kent,https://www.english-heritage.org.uk/visit/places/st-johns-commandery/
"Victoria Street, , Bristol BS1 6HS",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.451367,-2.585631,{'opening_hours': {}},,2613,BS1 6HS,Temple Church,Bristol,https://www.english-heritage.org.uk/visit/places/temple-church/
"Rectory Lane, Sutton Valence, Kent ME17 3LW",Sutton Valence,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.210579,0.598353,{'opening_hours': {}},,3382,ME17 3LW,Sutton Valence Castle,Kent,https://www.english-heritage.org.uk/visit/places/sutton-valence-castle/
"Off Market Place (access between houses numbered 2 and 3), Tattershall, Lincolnshire LN4 4LG",Tattershall,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.10337,-0.186563,{'opening_hours': {}},01529 461499,2369,LN4 4LG,Tattershall College,Lincolnshire,https://www.english-heritage.org.uk/visit/places/tattershall-college/
"Knight Road, Rochester, Kent ME2 2AH",Rochester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.39002,0.491606,{'opening_hours': {}},,2293,ME2 2AH,Temple Manor,Kent,https://www.english-heritage.org.uk/visit/places/temple-manor/
"Blackgang Road, Chale, Isle of Wight PO38 2JB",Chale,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.594434,-1.304198,{'opening_hours': {}},,2313,PO38 2JB,St Catherine&#39;s Oratory,Isle of Wight,https://www.english-heritage.org.uk/visit/places/st-catherines-oratory/
"St Catherines Cove, Fowey, , Cornwall PL23 1JH","Fowey, ",United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.327487,-4.644864,{'opening_hours': {}},,3071,PL23 1JH,St Catherine&#39;s Castle,Cornwall,https://www.english-heritage.org.uk/visit/places/st-catherines-castle/
"Church Street, Lydney, Gloucestershire GL15 6TA",Lydney,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.73919,-2.6407,{'opening_hours': {}},01594 530272,2821,GL15 6TA,St Briavels Castle,Gloucestershire,https://www.english-heritage.org.uk/visit/places/st-briavels-castle/
"King&#39;s Park, Canterbury, Kent CT1 1QH",Canterbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.283737,1.096912,{'opening_hours': {}},,2517,CT1 1QH,St Augustine&#39;s Conduit House,Kent,https://www.english-heritage.org.uk/visit/places/conduit-house/
"St John&#39;s Green, Colchester, Essex CO2 7EZ",Colchester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.886,0.9019,{'opening_hours': {}},,2305,CO2 7EZ,St John&#39;s Abbey Gate,Essex,https://www.english-heritage.org.uk/visit/places/st-johns-abbey-gate/
", , Gloucestershire GL18 2AT",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.978598,-2.482435,{'opening_hours': {}},01531 660214,3548,GL18 2AT,"St Mary&#39;s Church, Kempley",Gloucestershire,https://www.english-heritage.org.uk/visit/places/st-marys-church-kempley/
"Bail Gate, Driffield, East Yorkshire YO25 8TH",Driffield,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.978501,-0.229884,{'opening_hours': {}},,3506,YO25 8TH,Skipsea Castle,East Yorkshire,https://www.english-heritage.org.uk/visit/places/skipsea-castle/
"Southwick, Fareham, Hampshire",Fareham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.8721,-1.10779,{'opening_hours': {}},,2521,,Southwick Priory,Hampshire,https://www.english-heritage.org.uk/visit/places/southwick-priory/
"Cottington Road , Thanet, Kent CT12 5JB",Thanet,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.328341,1.358,{'opening_hours': {}},,2513,CT12 5JB,St Augustine&#39;s Cross,Kent,https://www.english-heritage.org.uk/visit/places/st-augustines-cross/
"St Breock Downs, Rosenannon, Cornwall PL30 5PN",Rosenannon,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.479086,-4.865269,{'opening_hours': {}},,3576,PL30 5PN,St Breock Downs Monolith,Cornwall,https://www.english-heritage.org.uk/visit/places/st-breock-downs-monolith/
"Castle Street, Harrogate, North Yorkshire HG3 1DA",Harrogate,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.955202,-1.450704,{'opening_hours': {}},,3530,HG3 1DA,Spofforth Castle,North Yorkshire,https://www.english-heritage.org.uk/visit/places/spofforth-castle/
"West Kennett, Marlborough, Wiltshire SN8 1QH",Marlborough,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.416476,-1.855662,{'opening_hours': {}},,3366,SN8 1QH,"Silbury Hill, Avebury",Wiltshire,https://www.english-heritage.org.uk/visit/places/silbury-hill/
"Shrewsbury Flaxmill Maltings, Shrewsbury, Shropshire SY1 2SZ",Shrewsbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.719760145808735,-2.7436904465215775,{'opening_hours': {}},0370 333 1181,231969,SY1 2SZ,Shrewsbury Flaxmill Maltings,Shropshire,https://www.english-heritage.org.uk/visit/places/shrewsbury-flaxmill-maltings/
"Frithville Road, Sibsey, Lincolnshire PE22 0SY",Sibsey,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.038447,0.007638,{'opening_hours': {}},,2325,PE22 0SY,Sibsey Trader Windmill,Lincolnshire,https://www.english-heritage.org.uk/visit/places/sibsey-trader-windmill/
"Battlefields, Bath,  BA1 9DD",Bath,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.43075,-2.400611,{'opening_hours': {}},,2988,BA1 9DD,Sir Bevil Grenville&#39;s Monument,,https://www.english-heritage.org.uk/visit/places/sir-bevil-grenvilles-monument/
"Castle Road, Scarborough, North Yorkshire YO11 1HY",Scarborough,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.286894,-0.392371,{'opening_hours': {}},01723 372451,3243,YO11 1HY,Scarborough Castle,North Yorkshire,https://www.english-heritage.org.uk/visit/places/scarborough-castle/
", Silchester, Hampshire RG7 2HP",Silchester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.356481,-1.077628,{'opening_hours': {}},,2289,RG7 2HP,Silchester Roman City Walls and Amphitheatre,Hampshire,https://www.english-heritage.org.uk/visit/places/silchester-roman-city-walls-and-amphitheatre/
"Longport, Canterbury, Kent CT1 1PF",Canterbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.283737,1.096912,{'opening_hours': {}},01227 387 290,3494,CT1 1PF,St Augustine&#39;s Abbey,Kent,https://www.english-heritage.org.uk/visit/places/st-augustines-abbey/
"Castleton, Sherborne, Dorset DT9 3SA",Sherborne,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.94974,-2.5026,{'opening_hours': {}},01935 812730,3687,DT9 3SA,Sherborne Old Castle,Dorset,https://www.english-heritage.org.uk/visit/places/sherborne-old-castle/
"Rushton, Kettering, Northamptonshire NN14 1RP",Kettering,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.437977,-0.767901,{'opening_hours': {}},01536 710761,2329,NN14 1RP,Rushton Triangular Lodge,Northamptonshire,https://www.english-heritage.org.uk/visit/places/rushton-triangular-lodge/
"Rufford Abbey Country Park, Ollerton, Nottinghamshire NG22 9DF",Ollerton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.174875,-1.033404,{'opening_hours': {}},01623 821338,3442,NG22 9DF,Rufford Abbey,Nottinghamshire,https://www.english-heritage.org.uk/visit/places/rufford-abbey/
"Penny Street, Portsmouth, Hampshire PO1 2NJ",Portsmouth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.788566,-1.103525,{'opening_hours': {}},,2309,PO1 2NJ,"Royal Garrison Church, Portsmouth",Hampshire,https://www.english-heritage.org.uk/visit/places/royal-garrison-church-portsmouth/
"The Mill House, Saxtead Green, Suffolk IP13 9QQ",Saxtead Green,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.230986,1.298199,{'opening_hours': {}},,3358,IP13 9QQ,Saxtead Green Post Mill,Suffolk,https://www.english-heritage.org.uk/visit/places/saxtead-green-post-mill/
"Market Square, Sandbach, Cheshire CW11 1AT",Sandbach,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.143655,-2.362546,{'opening_hours': {}},,2932,CW11 1AT,Sandbach Crosses,Cheshire,https://www.english-heritage.org.uk/visit/places/sandbach-crosses/
"Shap, Penrith, Cumbria CA10 3NB",Penrith,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.53092,-2.701212,{'opening_hours': {}},,2825,CA10 3NB,Shap Abbey,Cumbria,https://www.english-heritage.org.uk/visit/places/shap-abbey/
"Haydon Bridge, Hexham, Northumberland NE47 6NW",Hexham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",55.027159,-2.289301,{'opening_hours': {}},,3596,NE47 6NW,Sewingshields Wall - Hadrian&#39;s Wall,Northumberland,https://www.english-heritage.org.uk/visit/places/sewingshields-wall-hadrians-wall/
"Castle Hill, Rochester, Kent ME1 1SW",Rochester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.388724,0.503601,{'opening_hours': {}},01634 335882  (Educational Visits: 01634 332901),3663,ME1 1SW,Rochester Castle,Kent,https://www.english-heritage.org.uk/visit/places/rochester-castle/
"Chapel Rd, Hereford, Herefordshire HR2 6LD",Hereford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.041173,-2.677963,{'opening_hours': {}},,3699,HR2 6LD,Rotherwas Chapel,Herefordshire,https://www.english-heritage.org.uk/visit/places/rotherwas-chapel/
"Verulamium Park, St Albans, Hertfordshire AL3 4SW",St Albans,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.746243,-0.355339,{'opening_hours': {}},,2633,AL3 4SW,Roman Wall of St Albans,Hertfordshire,https://www.english-heritage.org.uk/visit/places/roman-wall-of-st-albans/
"Off Richborough Road, Sandwich, Kent CT13 9JW",Sandwich,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.289701,1.328818,{'opening_hours': {}},01304 612013,3470,CT13 9JW,Richborough Roman Fort and Amphitheatre,Kent,https://www.english-heritage.org.uk/visit/places/richborough-roman-fort-and-amphitheatre/
"Tower Street, Richmond, North Yorkshire DL10 4QW",Richmond,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.40198,-1.73528,{'opening_hours': {}},01748 822493,3347,DL10 4QW,Richmond Castle,North Yorkshire,https://www.english-heritage.org.uk/visit/places/richmond-castle/
"Rievaulx, Nr Helmsley, North Yorkshire YO62 5LB",Nr Helmsley,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.256867,-1.118284,{'opening_hours': {}},01439 76 0350,3438,YO62 5LB,Rievaulx Abbey,North Yorkshire,https://www.english-heritage.org.uk/visit/places/rievaulx-abbey/
", Ravenglass, Cumbria CA18 1SR",Ravenglass,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.350278,-3.402289,{'opening_hours': {}},,2497,CA18 1SR,Ravenglass Roman Bath House,Cumbria,https://www.english-heritage.org.uk/visit/places/ravenglass-roman-bath-house/
"Sawley, Clitheroe, Lancashire BB7 4NH",Clitheroe,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.914225,-2.339855,{'opening_hours': {}},,2960,BB7 4NH,Sawley Abbey,Lancashire,https://www.english-heritage.org.uk/visit/places/sawley-abbey/
"Chesterfield Walk, Blackheath, London SE10 8QX",Blackheath,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.472895,-0.001652,{'opening_hours': {}},020 8853 0035,3343,SE10 8QX,Ranger&#39;s House - The Wernher Collection,London,https://www.english-heritage.org.uk/visit/places/rangers-house-the-wernher-collection/
"Castle View, Prudhoe, Northumberland NE42 6NA",Prudhoe,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.965148,-1.856821,{'opening_hours': {}},01661 833459,3339,NE42 6NA,Prudhoe Castle,Northumberland,https://www.english-heritage.org.uk/visit/places/prudhoe-castle/
"Little Rollright, Chipping Norton, Oxfordshire OX7 5QB",Chipping Norton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.975334,-1.56707,{'opening_hours': {}},,2573,OX7 5QB,Rollright Stones,Oxfordshire,https://www.english-heritage.org.uk/visit/places/rollright-stones/
"Maltby, Rotherham, South Yorkshire S66 8NW",Rotherham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.404142,-1.183437,{'opening_hours': {}},01709 812739,3351,S66 8NW,Roche Abbey,South Yorkshire,https://www.english-heritage.org.uk/visit/places/roche-abbey/
"The Hoe, , Devon PL1 2PD",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.363889,-4.136165,{'opening_hours': {}},Local Tourist Information: Plymouth: 01752 306330,3355,PL1 2PD,"Royal Citadel, Plymouth",Devon,https://www.english-heritage.org.uk/visit/places/royal-citadel-plymouth/
"St Mary&#39;s, Isles of Scilly, Cornwall TR21 0NY",Isles of Scilly,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",49.917831,-6.278863,{'opening_hours': {}},,2413,TR21 0NY,Porth Hellick Down Burial Chamber,Cornwall,https://www.english-heritage.org.uk/visit/places/porth-hellick-down-burial-chamber/
", Gilsland, Cumbria CA8 7BJ",Gilsland,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.989402,-2.57289,{'opening_hours': {}},,2681,CA8 7BJ,Poltross Burn Milecastle - Hadrian&#39;s Wall,Cumbria,https://www.english-heritage.org.uk/visit/places/poltross-burn-milecastle-hadrians-wall/
"Chollerford, Hexham, Northumberland NE46 4EQ",Hexham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",55.020574,-2.112224,{'opening_hours': {}},,2984,NE46 4EQ,Planetrees Roman Wall - Hadrian&#39;s Wall,Northumberland,https://www.english-heritage.org.uk/visit/places/planetrees-roman-wall-hadrians-wall/
"Banks, Brampton, Cumbria CA8 2BX",Brampton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.975956,-2.6629369,{'opening_hours': {}},,2749,CA8 2BX,Pike Hill Signal Tower - Hadrian&#39;s Wall,Cumbria,https://www.english-heritage.org.uk/visit/places/pike-hill-signal-tower-hadrians-wall/
"Reculver Lane, Reculver, Kent CT6 6SS",Reculver,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.379056,1.201904,{'opening_hours': {}},01227 740676,3728,CT6 6SS,Reculver Towers and Roman Fort,Kent,https://www.english-heritage.org.uk/visit/places/reculver-towers-and-roman-fort/
"Church Road, Portchester, Hampshire PO16 9QW",Portchester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.837415,-1.114906,{'opening_hours': {}},02392 378291,3466,PO16 9QW,Portchester Castle,Hampshire,https://www.english-heritage.org.uk/visit/places/portchester-castle/
"Off Restormel Road, Lostwithiel, Cornwall PL22 0EE",Lostwithiel,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.420935,-4.668121,{'opening_hours': {}},01208 872687,3683,PL22 0EE,Restormel Castle,Cornwall,https://www.english-heritage.org.uk/visit/places/restormel-castle/
"Piercebridge, Darlington, Borough of Darlington DL2 3SW",Darlington,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.534252,-1.669234,{'opening_hours': {}},,3522,DL2 3SW,Piercebridge Roman Bridge,Borough of Darlington,https://www.english-heritage.org.uk/visit/places/piercebridge-roman-bridge/
