address_full,city,country,brand,extras,lat,lon,day_opening_status,phone,ref,post_code,name,state,website
"Moseley Old Hall Lane, Fordhouses, Wolverhampton, Staffordshire, WV10 7HY",Staffordshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.635101,-2.10463,CLOSED,+441902782808,231,WV10 7HY,Moseley Old Hall,,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/moseley-old-hall
"Whipsnade Road, Dunstable, Bedfordshire, LU6 2GY",Bedfordshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.865538,-0.537432,FULLY_OPEN,+441582500920,118,LU6 2GY,Dunstable Downs and Whipsnade Estate,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/dunstable-downs-and-whipsnade-estate
"near Daventry, Northamptonshire, NN11 3SD",Northamptonshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.149502,-1.16034,FULLY_OPEN,+441327861900,62,NN11 3SD,Canons Ashby,,https://www.nationaltrust.org.uk/visit/leicestershire-northamptonshire/canons-ashby
"near Watermillock, Penrith, Cumbria, CA11 0JS",Cumbria,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.5751,-2.92949,PARTIALLY_OPEN,+441768482067,343,CA11 0JS,Aira Force and Gowbarrow Park,,https://www.nationaltrust.org.uk/visit/lake-district/aira-force-and-gowbarrow-park
"Wellesbourne, Warwick, Warwickshire, CV35 9ER",Warwickshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.205101,-1.62103,FULLY_OPEN,+441789470277,71,CV35 9ER,Charlecote Park,,https://www.nationaltrust.org.uk/visit/warwickshire/charlecote-park
"National Trust Formby Countryside Office, Blundell Avenue, Formby, Liverpool, L37 1PH",Liverpool,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.563,-3.09217,FULLY_OPEN,+441704878591,135,L37 1PH,Formby,,https://www.nationaltrust.org.uk/visit/liverpool-lancashire/formby
"Studland, near Swanage, Dorset",near Swanage,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.651732,-1.953806,FULLY_OPEN,+441929450500,320,,Studland Bay,,https://www.nationaltrust.org.uk/visit/dorset/studland-bay
"West Wycombe, Buckinghamshire, HP14 3AJ",Buckinghamshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.641701,-0.80065,PARTIALLY_OPEN,+441494755571,360,HP14 3AJ,"West Wycombe Park, Village and Hill",,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/west-wycombe-park-village-and-hill
"Poole Harbour, Poole, Dorset, BH13 7EE",Dorset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.6884,-1.95622,FULLY_OPEN,+441202707744,54,BH13 7EE,Brownsea Island,,https://www.nationaltrust.org.uk/visit/dorset/brownsea-island
"Dyffryn Gardens, St Nicholas, Vale of Glamorgan, CF5 6FZ",Vale of Glamorgan,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.4439,-3.3029,FULLY_OPEN,+442920593328,5284,CF5 6FZ,Dyffryn Gardens,,https://www.nationaltrust.org.uk/visit/wales/dyffryn-gardens
"Main Road, Sudbury, Ashbourne, Derbyshire, DE6 5HT",Derbyshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.886299,-1.76674,FULLY_OPEN,+441283585337,321,DE6 5HT,The Children’s Country House at Sudbury,,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/the-childrens-country-house-at-sudbury
"Plas Newydd House and Garden, Llanfairpwll, Anglesey, LL61 6DQ",Anglesey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.202599,-4.21541,FULLY_OPEN,+441248714795,263,LL61 6DQ,Plas Newydd House and Garden,,https://www.nationaltrust.org.uk/visit/wales/plas-newydd-house-and-garden
"Headley Common Road, Headley Heath, Surrey, KT18 6NN",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.26353606,-0.28147465,,+441306885502,6122,KT18 6NN,Headley Heath,,https://www.nationaltrust.org.uk/visit/surrey/headley-heath
"Hampstead, London, NW3 1TH",London,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.557499,-0.16861,CLOSED,+442074356166,374,NW3 1TH,2 Willow Road,,https://www.nationaltrust.org.uk/visit/london/2-willow-road
"Hampstead Grove, Hampstead, London, NW3 6SP",London,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.558773,-0.180926,CLOSED,+442074353471,129,NW3 6SP,Fenton House and Garden,,https://www.nationaltrust.org.uk/visit/london/fenton-house-and-garden
"Feock, near Truro, Cornwall, TR3 6QL",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.217241,-5.0337821,FULLY_OPEN,+441872862090,336,TR3 6QL,Trelissick,,https://www.nationaltrust.org.uk/visit/cornwall/trelissick
"Knightshayes, Bolham, Tiverton, Devon, EX16 7RQ",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.920777,-3.485064,FULLY_OPEN,+441884254665,192,EX16 7RQ,Knightshayes,,https://www.nationaltrust.org.uk/visit/devon/knightshayes
"Low Wray, Ambleside, Cumbria, LA22 0JA",Cumbria,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.400611,-2.964237,FULLY_OPEN,+441539433250,6049,LA22 0JA,Wray,,https://www.nationaltrust.org.uk/visit/lake-district/wray
"Fore Street, Tintagel, Cornwall, PL34 0DB",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.663371,-4.751645,FULLY_OPEN,+441840770024,330,PL34 0DB,Tintagel Old Post Office,,https://www.nationaltrust.org.uk/visit/cornwall/tintagel-old-post-office
"Sizergh, near Kendal, Cumbria, LA8 8DZ",Cumbria,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.284168,-2.7716124,FULLY_OPEN,+441539560951,300,LA8 8DZ,Sizergh,,https://www.nationaltrust.org.uk/visit/lake-district/sizergh
"High Wycombe, Buckinghamshire, HP14 4LA",Buckinghamshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.650214,-0.7565552,FULLY_OPEN,+441494755565,181,HP14 4LA,Hughenden,,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/hughenden
"Bodmin, Cornwall, PL30 4AB",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.450248,-4.694002,FULLY_OPEN,+441208265950,198,PL30 4AB,Lanhydrock,,https://www.nationaltrust.org.uk/visit/cornwall/lanhydrock
"Styal, Wilmslow, Cheshire, SK9 4HP",Cheshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.345158,-2.240885,FULLY_OPEN,+441625527468,272,SK9 4HP,Quarry Bank,,https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/quarry-bank
"Gwithian, near Hayle, Cornwall, TR27 5ED",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.238321,-5.393736,FULLY_OPEN,+441872552412,2364,TR27 5ED,Godrevy,,https://www.nationaltrust.org.uk/visit/cornwall/godrevy
"Upper Lough Erne, Newtownbutler, County Fermanagh, BT92 8AJ",County Fermanagh,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.162601,-7.44284,PARTIALLY_OPEN,+442867738118,100,BT92 8AJ,Crom,,https://www.nationaltrust.org.uk/visit/northern-ireland/crom
"Ascott Estate Office, Wing near Leighton Buzzard, Buckinghamshire, LU7 0PS",Buckinghamshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.902019,-0.700372,FULLY_OPEN,,14,LU7 0PS,Ascott,,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/ascott
"Snowshill, near Broadway, Gloucestershire, WR12 7JU",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.006093,-1.861509,FULLY_OPEN,+441386852410,303,WR12 7JU,Snowshill Manor and Garden,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/snowshill-manor-and-garden
"near High Green, Worcester, Worcestershire, WR8 9DW",Worcestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.105154,-2.1662722,FULLY_OPEN,+441905371006,101,WR8 9DW,Croome,,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/croome
"Arlington, near Barnstaple, Devon, EX31 4LP",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.145699,-3.98588,FULLY_OPEN,+441271850296,12,EX31 4LP,Arlington Court and the National Trust Carriage Museum,,https://www.nationaltrust.org.uk/visit/devon/arlington-court-and-the-national-trust-carriage-museum
"Tickenham Road, Clevedon, North Somerset, BS21 6QU",North Somerset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.439657,-2.831597,CLOSED,+441275872257,84,BS21 6QU,Clevedon Court,,https://www.nationaltrust.org.uk/visit/bath-bristol/clevedon-court
"144 Derrycaw Road, Moy, Dungannon, County Armagh, BT71 6NA",County Armagh,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.464905,-6.657732,PARTIALLY_OPEN,+442887784753,13,BT71 6NA,The Argory,,https://www.nationaltrust.org.uk/visit/northern-ireland/the-argory
"Trewellard, Pendeen, near St Just, Cornwall, TR19 7SX",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.151983,-5.685585,FULLY_OPEN,+441736786156,201,TR19 7SX,Levant Mine and Beam Engine,,https://www.nationaltrust.org.uk/visit/cornwall/levant-mine-and-beam-engine
"Barrington, near Ilminster, Somerset, TA19 0NQ",Somerset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.960499,-2.85778,FULLY_OPEN,+441460241938,22,TA19 0NQ,Barrington Court,,https://www.nationaltrust.org.uk/visit/somerset/barrington-court
"Mottistone, near Brighstone, Isle of Wight, PO30 4ED",Isle of Wight,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.652447,-1.4283997,PARTIALLY_OPEN,+441983741302,233,PO30 4ED,Mottistone Gardens and Estate,,https://www.nationaltrust.org.uk/visit/isle-of-wight/mottistone-gardens-and-estate
"The Rotunda, Horringer, Bury St Edmunds, Suffolk, IP29 5QE",Suffolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.220965,0.65704863,FULLY_OPEN,+441284735270,182,IP29 5QE,Ickworth Estate,,https://www.nationaltrust.org.uk/visit/suffolk/ickworth-estate
"Westwood, near Bradford-on-Avon, Wiltshire, BA15 2AF",Wiltshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.329399,-2.27024,FULLY_OPEN,+441249730459,364,BA15 2AF,Westwood Manor,,https://www.nationaltrust.org.uk/visit/wiltshire/westwood-manor
"Mawnan Smith, Falmouth, Cornwall, TR11 5JZ",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.10914,-5.116531,FULLY_OPEN,+441326252020,144,TR11 5JZ,Glendurgan Garden,,https://www.nationaltrust.org.uk/visit/cornwall/glendurgan-garden
"Montacute, Somerset, TA15 6XP",Somerset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.950569,-2.715212,FULLY_OPEN,+441935823289,228,TA15 6XP,Montacute House,,https://www.nationaltrust.org.uk/visit/somerset/montacute-house
"near Ridley Hall, Bardon Mill, Hexham, Northumberland, NE47 7BP",Northumberland,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.9709,-2.31704,FULLY_OPEN,,7,NE47 7BP,Allen Banks and Staward Gorge,,https://www.nationaltrust.org.uk/visit/north-east/allen-banks-and-staward-gorge
"751 Antrim Road, Templepatrick, County Antrim, BT39 0AP",County Antrim,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.700777,-6.043718,CLOSED,+442894433619,256,BT39 0AP,Patterson's Spade Mill,,https://www.nationaltrust.org.uk/visit/northern-ireland/pattersons-spade-mill
"Holy Austin Rock Houses, Compton Road, Kinver, near Stourbridge, Staffordshire, DY7 6DL",Staffordshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.450109,-2.242739,PARTIALLY_OPEN,+441384872553,187,DY7 6DL,Kinver Edge and the Rock Houses,,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/kinver-edge-and-the-rock-houses
"Comer Woods, Quatford, Bridgnorth, Shropshire, WV15 6QL",Shropshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.5072532,-2.3811784,FULLY_OPEN,+441746780866,900043,WV15 6QL,Dudmaston Estate Comer Woods,,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/dudmaston-estate-comer-woods
"Portsmouth Road, Esher, Surrey, KT10 9JG",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.355785,-0.381433,FULLY_OPEN,+441372467806,80,KT10 9JG,Claremont Landscape Garden,,https://www.nationaltrust.org.uk/visit/surrey/claremont-landscape-garden
"Quatt, near Bridgnorth, Shropshire, WV15 6QN",Shropshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.495701,-2.36803,FULLY_OPEN,+441746780866,111,WV15 6QN,Dudmaston Hall,,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/dudmaston
"Higher Bockhampton, near Dorchester, Dorset, DT2 8QJ",Dorset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.731308,-2.386136,FULLY_OPEN,+441305262366,168,DT2 8QJ,Hardy's Cottage,,https://www.nationaltrust.org.uk/visit/dorset/hardys-cottage
"Oxborough, near Swaffham, Norfolk, PE33 9PS",Norfolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.581215,0.5702691,FULLY_OPEN,+441366328258,254,PE33 9PS,Oxburgh Estate,,https://www.nationaltrust.org.uk/visit/norfolk/oxburgh-estate
"London Road, Hindhead, Surrey, GU26 6AB",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.113998,-0.72858,PARTIALLY_OPEN,+441428681050,106,GU26 6AB,Hindhead Commons and the Devil's Punch Bowl,,https://www.nationaltrust.org.uk/visit/surrey/hindhead-commons-and-the-devils-punch-bowl
"Dinefwr Park, Newton House, Llandeilo, Carmarthenshire, SA19 6RT",Carmarthenshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.882099,-4.01424,FULLY_OPEN,+441558825910,107,SA19 6RT,Dinefwr,,https://www.nationaltrust.org.uk/visit/wales/dinefwr
"4 South Quay, Great Yarmouth, Norfolk, NR30 2QH",Norfolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.605,1.72721,FULLY_OPEN,+441493855746,122,NR30 2QH,Elizabethan House Museum,,https://www.nationaltrust.org.uk/visit/norfolk/elizabethan-house-museum
"Maldon, Essex, CM9 6PP (no parking)",Essex,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.718012,0.702822,FULLY_OPEN,,5330,CM9 6PP,Northey Island,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/northey-island
"Pentire, near Wadebridge, Cornwall, PL27 6QY",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.581861,-4.9057721,FULLY_OPEN,+441208863046,900010,PL27 6QY,Pentire,,https://www.nationaltrust.org.uk/visit/cornwall/pentire
"Arrington, Royston, Cambridgeshire, SG8 0BW",Cambridgeshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.1400038,-0.0488461,FULLY_OPEN,+441223206000,375,SG8 0BW,Wimpole Estate,,https://www.nationaltrust.org.uk/visit/cambridgeshire/wimpole-estate
"Lower Basildon, Reading, Berkshire, RG8 9NR",Berkshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.4995,-1.11858,FULLY_OPEN,+441491672382,23,RG8 9NR,Basildon Park,,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/basildon-park
"Allan Bank, Grasmere, Ambleside, Cumbria, LA22 9QB",Cumbria,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.460536,-3.029754,FULLY_OPEN,+441539435143,5215,LA22 9QB,Allan Bank and Grasmere,,https://www.nationaltrust.org.uk/visit/lake-district/allan-bank-and-grasmere
"Horsey, Great Yarmouth, Norfolk, NR29 4EE",Norfolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.74247,1.638635,FULLY_OPEN,+441263740241,176,NR29 4EE,Horsey Windpump,,https://www.nationaltrust.org.uk/visit/norfolk/horsey-windpump
"The Broadway, Rainham, Havering, London, RM13 9YN",London,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.521696,0.193162,CLOSED,+441708525579,274,RM13 9YN,Rainham Hall,,https://www.nationaltrust.org.uk/visit/london/rainham-hall
"Dyrham, near Bath, South Gloucestershire, SN14 8HY",South Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.4805,-2.3629,FULLY_OPEN,+441179372501,119,SN14 8HY,Dyrham Park,,https://www.nationaltrust.org.uk/visit/bath-bristol/dyrham-park
"Nunnington, near York, North Yorkshire, YO62 5UY",North Yorkshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.204601,-0.97233,FULLY_OPEN,+441439748283,242,YO62 5UY,Nunnington Hall,,https://www.nationaltrust.org.uk/visit/yorkshire/nunnington-hall
"Harts Lane, Burghclere, near Newbury, Hampshire, RG20 9JT",Hampshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.344799,-1.33691,CLOSED,+441635278394,290,RG20 9JT,Sandham Memorial Chapel,,https://www.nationaltrust.org.uk/visit/hampshire/sandham-memorial-chapel
"Red House Lane, Bexleyheath, London, DA6 8JF",London,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.455623,0.13025478,CLOSED,+442083036359,2503,DA6 8JF,Red House,,https://www.nationaltrust.org.uk/visit/london/red-house
"Coastguard Cottages, Minsmere Road, Dunwich, Suffolk, IP17 3DJ",Suffolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.25889,1.626715,PARTIALLY_OPEN,+441728648501,117,IP17 3DJ,Dunwich Heath and Beach,,https://www.nationaltrust.org.uk/visit/suffolk/dunwich-heath-and-beach
"Tinkley Lane, near Nailsworth, Gloucestershire, GL10 3UH",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.70473,-2.271464,FULLY_OPEN,+441453860037,383,GL10 3UH,Woodchester Park,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/woodchester-park
"Mill Bay car park, East Portlemouth, Devon, TQ8 8PU",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.229439,-3.7666917,FULLY_OPEN,+441548562344,6083,TQ8 8PU,Mill Bay,,https://www.nationaltrust.org.uk/visit/devon/mill-bay
"Quy Road, Lode, Cambridge, Cambridgeshire, CB25 9EJ",Cambridgeshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.235915,0.2448,FULLY_OPEN,+441223810080,9,CB25 9EJ,"Anglesey Abbey, Gardens and Lode Mill",,https://www.nationaltrust.org.uk/visit/cambridgeshire/anglesey-abbey-gardens-and-lode-mill
"Freshwater West and Gupton Farm, Castlemartin, Pembrokeshire, SA71 5HW",Pembrokeshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.65007,-5.04454,FULLY_OPEN,,6245,SA71 5HW,Freshwater West and Gupton Farm,,https://www.nationaltrust.org.uk/visit/wales/freshwater-west-and-gupton-farm
"Little Milford: SA62 4ET, Lawrenny: SA68 0PR, West Williamston: SA68 0TL, Pembrokeshire",West Williamston: SA68 0TL,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.719232,-4.878005,FULLY_OPEN,+441646623110,6018,SA62 4ET,Cleddau Woodlands,,https://www.nationaltrust.org.uk/visit/wales/cleddau-woodlands
"Woolacombe, Devon, EX34 7DL (Tourist Information)",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.178733,-4.167389,FULLY_OPEN,+441271870555,5109,EX34 7DL,Woolacombe,,https://www.nationaltrust.org.uk/visit/devon/woolacombe
