addr_full,city,country,brand,extra,lat,lon,name,opening_hours,Phone,postcode,ref,state,website
ORESTI MAKRI 6 XALKIDA EYBOIAS,XALKIDA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",38.468577,23.616094,Masouti XALKIDA,{'opening_hours': {}},2221088811,,330,EVOIA,https://www.masoutis.gr/stores
"4, 16th OKTOBRIOU st.",VERIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.519861,22.199639,Masouti VERIA,{'opening_hours': {}},2331026792,,376,HMATHIA,https://www.masoutis.gr/stores
3rd km OLD NATIONAL ROAD VERIA - THESSALONIKI,VERIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.538412,22.217737,Masouti VERIA,{'opening_hours': {}},2331065628,,174,HMATHIA,https://www.masoutis.gr/stores
"60, GR. LAMPRAKI st.",ALEKSANDRIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.622867,22.442126,Masouti ALEKSANDRIA,{'opening_hours': {}},2333023317,,171,HMATHIA,https://www.masoutis.gr/stores
"23, DIMARHIAS st.",NAOUSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.630337,22.067467,Masouti NAOUSA,{'opening_hours': {}},2332052140,,280,HMATHIA,https://www.masoutis.gr/stores
K. KARAMANLI & E. VENIZELOU st.,ALEKSANDRIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.632114,22.442841,Masouti ALEKSANDRIA,{'opening_hours': {}},2333028290,,172,HMATHIA,https://www.masoutis.gr/stores
LEOFOROS STRATOU,VERIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.528473,22.209100,Masouti VERIA,{'opening_hours': {}},2331071469,,390,HMATHIA,https://www.masoutis.gr/stores
"11, MEG. ALEXANDROU st.",VERIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.524991,22.202520,Masouti VERIA,{'opening_hours': {}},2331024001,,487,HMATHIA,https://www.masoutis.gr/stores
XRISTODOYLOY PETRIDI 12,NAOUSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.633919,22.072044,Masouti NAOUSA,{'opening_hours': {}},2332052151,,238,HMATHIA,https://www.masoutis.gr/stores
28TH OCTOBRIOU,IGOUMENITSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.512660,20.258479,Masouti IGOUMENITSA,{'opening_hours': {}},2665026649,,359,THESPROTIA,https://www.masoutis.gr/stores
49 1ST PROKRITON,PARAMITHIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.461612,20.513220,Masouti PARAMITHIA,{'opening_hours': {}},2666022613,,378,THESPROTIA,https://www.masoutis.gr/stores
11th km THESSALONIKI - MOUDANIA,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.556119,22.994291,Masouti THESSALONIKI,{'opening_hours': {}},2310487970,,141,THESSALONIKI,https://www.masoutis.gr/stores
11o KLM THESSALONIKIS - ORAIOKASTROU,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.721098,22.924453,Masouti THESSALONIKI,{'opening_hours': {}},2310809461 ,,143,THESSALONIKI,https://www.masoutis.gr/stores
14th km of THESSALONIKI-VASILIKA,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.53963426,23.03047657,Masouti THESSALONIKI,{'opening_hours': {}},2310803857,,109,THESSALONIKI,https://www.masoutis.gr/stores
14th km of THESSALONIKI-VASILIKA (WHOLESALE),THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.53974,23.03036,Masouti THESSALONIKI,{'opening_hours': {}},2310803858,,125,THESSALONIKI,https://www.masoutis.gr/stores
23nd km of THES/NIKH-MIHANIONA,PERAIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.49989888,22.90632248,Masouti PERAIA,{'opening_hours': {}},2392020173 ,,127,THESSALONIKI,https://www.masoutis.gr/stores
"72-74, 25th MARTIOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.67264163,22.91555464,Masouti THESSALONIKI,{'opening_hours': {}},2310775332,,278,THESSALONIKI,https://www.masoutis.gr/stores
"85, 25th MARTIOU",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.601841,22.962844,Masouti THESSALONIKI,{'opening_hours': {}},2310301400,,133,THESSALONIKI,https://www.masoutis.gr/stores
26th km of THESSALONIKI-EPANOMI rd,EPANOMI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.438868,22.932065,Masouti EPANOMI,{'opening_hours': {}},2392042252 ,,137,THESSALONIKI,https://www.masoutis.gr/stores
4th km of LAGADA st.,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.674812,22.938989,Masouti THESSALONIKI,{'opening_hours': {}},2310655629,,119,THESSALONIKI,https://www.masoutis.gr/stores
6o KM LEOF. XARILAOY-THERMIS,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.55300458,23.01661491,Masouti THESSALONIKI,{'opening_hours': {}},2310028250,,169,THESSALONIKI,https://www.masoutis.gr/stores
"210, A. PAPANDREOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.65459283,22.95378149,Masouti THESSALONIKI,{'opening_hours': {}},2310630207,,474,THESSALONIKI,https://www.masoutis.gr/stores
"13, AGIOU DIMITRIOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.64309081,22.93843389,Masouti THESSALONIKI,{'opening_hours': {}},2310529157,,259,THESSALONIKI,https://www.masoutis.gr/stores
"145, AGIOU NIKOLAOU st.",MIXANIONA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.45915629,22.86289752,Masouti MIXANIONA,{'opening_hours': {}},2392036133,,130,THESSALONIKI,https://www.masoutis.gr/stores
"17, AGIOU SPYRIDONOS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.62342167,22.9711917,Masouti THESSALONIKI,{'opening_hours': {}},2310926910,,292,THESSALONIKI,https://www.masoutis.gr/stores
"33, AGIOU SPYRIDONOS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.62337077,22.97073036,Masouti THESSALONIKI,{'opening_hours': {}},2310909755,,287,THESSALONIKI,https://www.masoutis.gr/stores
"84, AG. STRATIOTOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.660840,22.945725,Masouti THESSALONIKI,{'opening_hours': {}},2310600950,,473,THESSALONIKI,https://www.masoutis.gr/stores
AGGELAKI 16 (K2) - DETH,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.627919,22.953143,Masouti THESSALONIKI,{'opening_hours': {}},2310276829,,294,THESSALONIKI,https://www.masoutis.gr/stores
"46, AGIAS SOFIAS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.633971,22.946419,Masouti THESSALONIKI,{'opening_hours': {}},2310277894,,126,THESSALONIKI,https://www.masoutis.gr/stores
AGIOREITON PATERON (EISODOS TRIADIOY),THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.54697196,23.04880142,Masouti THESSALONIKI,{'opening_hours': {}},2310024590,,197,THESSALONIKI,https://www.masoutis.gr/stores
MAKEDONIA AIRPORT,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.525347,22.975184,Masouti THESSALONIKI,{'opening_hours': {}},2314400343,,380,THESSALONIKI,https://www.masoutis.gr/stores
"102, AIGAIOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.585178,22.954495,Masouti THESSALONIKI,{'opening_hours': {}},2310427556,,255,THESSALONIKI,https://www.masoutis.gr/stores
"15, AIGAIOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.589868,22.961180,Masouti THESSALONIKI,{'opening_hours': {}},2310440556,,458,THESSALONIKI,https://www.masoutis.gr/stores
"77, AL. PAPANASTASIOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.64722216,22.94726372,Masouti THESSALONIKI,{'opening_hours': {}},2310625287,,258,THESSALONIKI,https://www.masoutis.gr/stores
"29, AL. SVOLOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.631109,22.949839,Masouti THESSALONIKI,{'opening_hours': {}},2310233997,,132,THESSALONIKI,https://www.masoutis.gr/stores
ALBERTOU NAR 6-8 & KYPROY,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'MAS VISION', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.61375698,22.95496702,Masouti THESSALONIKI,{'opening_hours': {}},2310859808,,189,THESSALONIKI,https://www.masoutis.gr/stores
"11, AMMOHOSTOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.608165,22.976424,Masouti THESSALONIKI,{'opening_hours': {}},2310906723,,432,THESSALONIKI,https://www.masoutis.gr/stores
"30, AMPELOKIPON st.",PERAIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.50580522,22.92666435,Masouti PERAIA,{'opening_hours': {}},2392024003,,131,THESSALONIKI,https://www.masoutis.gr/stores
AMPELOKIPON 36 & KOLOKOTRONI 40,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.65949666,22.92911053,Masouti THESSALONIKI,{'opening_hours': {}},2310644240,,199,THESSALONIKI,https://www.masoutis.gr/stores
"52, AMPELONON st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.65026047,22.9255566,Masouti THESSALONIKI,{'opening_hours': {}},2310721667,,470,THESSALONIKI,https://www.masoutis.gr/stores
"79, AN. PAPANDREOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.65130238,22.94593066,Masouti THESSALONIKI,{'opening_hours': {}},2310637770,,254,THESSALONIKI,https://www.masoutis.gr/stores
261 A. PAPANDREOU & PASTER,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.655820,22.961144,Masouti THESSALONIKI,{'opening_hours': {}},2310627541,,115,THESSALONIKI,https://www.masoutis.gr/stores
ΑΣΒΕΣΤΟΧΩΡΙ,ASVERSTOXORI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.640177,23.028964,Masouti ASVERSTOXORI,{'opening_hours': {}},2310357900,,321,THESSALONIKI,https://www.masoutis.gr/stores
"170, VAS OLGAS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.59831133,22.95538276,Masouti THESSALONIKI,{'opening_hours': {}},2310426689,,107,THESSALONIKI,https://www.masoutis.gr/stores
B.OLGAS 128 & LYSIMAXOY,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.60264706,22.95312166,Masouti THESSALONIKI,{'opening_hours': {}},2310835212,,190,THESSALONIKI,https://www.masoutis.gr/stores
"35, VARNALI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.610051,22.995018,Masouti THESSALONIKI,{'opening_hours': {}},2310949929,,452,THESSALONIKI,https://www.masoutis.gr/stores
VIZIINOY K LEVANTI,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.630964,22.966750,Masouti THESSALONIKI,{'opening_hours': {}},2310216952,,362,THESSALONIKI,https://www.masoutis.gr/stores
"18, G. AGGELOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.599282,22.973531,Masouti THESSALONIKI,{'opening_hours': {}},2310312054,,456,THESSALONIKI,https://www.masoutis.gr/stores
"59th, G. GENNIMATA str.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.5719191,22.9678932,Masouti THESSALONIKI,{'opening_hours': {}},2310443201 ,,165,THESSALONIKI,https://www.masoutis.gr/stores
"110, G. PAPANIKOLAOU",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.655400,22.991706,Masouti THESSALONIKI,{'opening_hours': {}},2310674467,,121,THESSALONIKI,https://www.masoutis.gr/stores
"98, GR. LAMPRAKI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.617099,22.970463,Masouti THESSALONIKI,{'opening_hours': {}},2310939911,,459,THESSALONIKI,https://www.masoutis.gr/stores
GR.LAMPRAKI 149 - XARISI A.TOYMPA,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.613933,22.979631,Masouti THESSALONIKI,{'opening_hours': {}},2310989670,,295,THESSALONIKI,https://www.masoutis.gr/stores
GR.LAMPRAKI 20,PLAGIARI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.473722,22.95726299,Masouti PLAGIARI,{'opening_hours': {}},2392064112,,248,THESSALONIKI,https://www.masoutis.gr/stores
"2, M. PARTIKIOU & GRIGIRIOU E^27 st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.599074,22.958766,Masouti THESSALONIKI,{'opening_hours': {}},2310322104,,268,THESSALONIKI,https://www.masoutis.gr/stores
Gymnasiarxoy Basileioy Mystakidoy B 1-3,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.603842,22.971696,Masouti THESSALONIKI,{'opening_hours': {}},2310327323,,293,THESSALONIKI,https://www.masoutis.gr/stores
DELFON 113,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.60543,22.95796,Masouti THESSALONIKI,{'opening_hours': {}},2310834939,,462,THESSALONIKI,https://www.masoutis.gr/stores
DIMOKRATIAS 40,KARDIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.468667,22.993880,Masouti KARDIA,{'opening_hours': {}},2392061276,,200,THESSALONIKI,https://www.masoutis.gr/stores
ΔΙΑΒΑΤΑ,DIAVATA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.688228,22.851170,Masouti DIAVATA,{'opening_hours': {}},2310782270,,319,THESSALONIKI,https://www.masoutis.gr/stores
"93, EGNATIAS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.63351649,22.94891596,Masouti THESSALONIKI,{'opening_hours': {}},2310222884,,263,THESSALONIKI,https://www.masoutis.gr/stores
ETHNIKIS ANTISTASEOS & ALEXANDREIAS,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.66772859,22.91799277,Masouti THESSALONIKI,{'opening_hours': {}},2310601795,,128,THESSALONIKI,https://www.masoutis.gr/stores
"103, EL. VENIZELOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.65483091,22.91868478,Masouti THESSALONIKI,{'opening_hours': {}},2310737656,,264,THESSALONIKI,https://www.masoutis.gr/stores
"20, EL. VENIZELOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.64464773,22.94883013,Masouti THESSALONIKI,{'opening_hours': {}},2310620158,,267,THESSALONIKI,https://www.masoutis.gr/stores
"50, ELEFTHERIAS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.652737,22.928578,Masouti THESSALONIKI,{'opening_hours': {}},2310740583,,112,THESSALONIKI,https://www.masoutis.gr/stores
"72, EPTAPYRGIOU - MEGARON",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.652005,22.956228,Masouti THESSALONIKI,{'opening_hours': {}},2310611600,,383,THESSALONIKI,https://www.masoutis.gr/stores
EYAGGELISMO TIS THEOTOKOY 42 & MAKEDONOMAXON 5,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.66900215,22.91141868,Masouti THESSALONIKI,{'opening_hours': {}},2310559744,,184,THESSALONIKI,https://www.masoutis.gr/stores
EVRISTHEOS 4,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.611487,22.979477,Masouti THESSALONIKI,{'opening_hours': {}},2310950733 ,,364,THESSALONIKI,https://www.masoutis.gr/stores
"28, TH. SOFOULI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.59466373,22.95255303,Masouti THESSALONIKI,{'opening_hours': {}},2310427754,,283,THESSALONIKI,https://www.masoutis.gr/stores
"60, THEAG. HARISI st. & 5, ALEX. SYMEONIDI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.618312,22.959849,Masouti THESSALONIKI,{'opening_hours': {}},2310856753,,138,THESSALONIKI,https://www.masoutis.gr/stores
THESI MAYRA NERA O.T.G233,VRASNA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.70680318,23.69528085,Masouti VRASNA,{'opening_hours': {}},2397024405 ,,140,THESSALONIKI,https://www.masoutis.gr/stores
"22, THESSALONIKIS st.",PERAIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.50213421,22.93313384,Masouti PERAIA,{'opening_hours': {}},2392029926,,290,THESSALONIKI,https://www.masoutis.gr/stores
"53-55, I. PASSALIDI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.58042169,22.95011759,Masouti THESSALONIKI,{'opening_hours': {}},2310481352,,120,THESSALONIKI,https://www.masoutis.gr/stores
"7, IPPODROMIOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.629521,22.950665,Masouti THESSALONIKI,{'opening_hours': {}},2310260071,,284,THESSALONIKI,https://www.masoutis.gr/stores
"2, IOANNIDOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.59094871,23.03275108,Masouti THESSALONIKI,{'opening_hours': {}},2310344500,,104,THESSALONIKI,https://www.masoutis.gr/stores
"89, K. VOGA st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.599765,22.953338,Masouti THESSALONIKI,{'opening_hours': {}},2310835352,,453,THESSALONIKI,https://www.masoutis.gr/stores
"4, K.KRYSTALLI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.640212,22.940463,Masouti THESSALONIKI,{'opening_hours': {}},2310516206,,101,THESSALONIKI,https://www.masoutis.gr/stores
"115, KASSANDROU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.637769,22.951127,Masouti THESSALONIKI,{'opening_hours': {}},2310203391,,468,THESSALONIKI,https://www.masoutis.gr/stores
"49, KLAFTHMONOS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.64218513,22.95862287,Masouti THESSALONIKI,{'opening_hours': {}},2310219921,,260,THESSALONIKI,https://www.masoutis.gr/stores
"21, KOLOKOTRONI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.66859934,22.88989931,Masouti THESSALONIKI,{'opening_hours': {}},2310708011,,289,THESSALONIKI,https://www.masoutis.gr/stores
KOMNINON 28,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.73154,22.91760,Masouti THESSALONIKI,{'opening_hours': {}},2310690662,,361,THESSALONIKI,https://www.masoutis.gr/stores
"2, KOMPOTHEKLAS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.60580144,22.95326918,Masouti THESSALONIKI,{'opening_hours': {}},2310846253,,108,THESSALONIKI,https://www.masoutis.gr/stores
