area,sub_area,shop_id,shop_name_en,url_param,link_url,address_en,description_en,tel,image_url,hours,services,latitude,longitude
Hokuriku / Shinetsu / Tokai,Shizuoka,57,BEAMS OUTLET GOTEMBA,bgo,/global/shop/bgo/,"GOTEMBA PREMIUM OUTLETS, 1312 Fukasawa, Gotemba-shi, Shizuoka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0550-70-1211,//cdn-cms.beams.co.jp/cdn/cms/shop/57/list_CiZDwa.jpg,"December - February, 10:00 - 19:00 / March - July & September - November, 10:00 - 20:00 / August, 10:00 - 21:00","Tax-freeShop, UnionPay, ALIPAY",35.307386,138.966901
Hokuriku / Shinetsu / Tokai,Shizuoka,119,B:MING LIFE STORE by BEAMS Shin-Shizuoka Cenova,szc,/global/shop/szc/,"Shin-Shizuoka Cenova 2F, 1-1-1 Takajou, Aoi-ku, Shizuoka-shi, Shizuoka","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",054 205 5511,//cdn-cms.beams.co.jp/cdn/cms/shop/119/list_TPuAJa.jpg,"10:30 - 19:30(Mon-Fri) / 10:00 - 20:00(Sat, Sun, Holiday)",Tax-freeShop,34.975512,138.3872036
Hokuriku / Shinetsu / Tokai,Nagano,91,BEAMS GOLF KARUIZAWA,kpg,/global/shop/kpg/,"KARUIZAWA PRINCE SHOPPING PLAZA New East, 1178-160 Karuizawa, Karuizawamachi, Kitasaku-gun, Nagano","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",0267 41 1577,//cdn-cms.beams.co.jp/cdn/cms/shop/91/list_hwItQS.jpg,10:00 - 19:00（There is variation depending on the season）,"Tax-freeShop, UnionPay",36.341981,138.63789
Hokuriku / Shinetsu / Tokai,Nagano,89,Kodomo BEAMS KARUIZAWA,kkp,/global/shop/kkp/,"KARUIZAWA PRINCE SHOPPING PLAZA Center Mall, 1178-160 Karuizawa, Karuizawamachi, Kitasaku-gun, Nagano","Kodomo BEAMS was opened to give children the chance to expand their creativity and sensitivity through our products, events and workshops. We intorduce children's clothes that create a happy lifestyle for both children and their parents.",0267 41 6708,//cdn-cms.beams.co.jp/cdn/cms/shop/89/list_megy8K.jpg,10:00 - 19:00（There is variation depending on the season）,"Tax-freeShop, UnionPay, ALIPAY",36.341995,138.634543
Hokuriku / Shinetsu / Tokai,Nagano,62,BEAMS OUTLET KARUIZAWA,bko,/global/shop/bko/,"KARUIZAWA PRINCE SHOPPING PLAZA New East, 1178-160 Karuizawa, Karuizawamachi, Kitasaku-gun, Nagano","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0267 41 2021,//cdn-cms.beams.co.jp/cdn/cms/shop/62/list_JLX8Nr.jpg,10:00 - 19:00（There is variation depending on the season）,"Tax-freeShop, UnionPay, ALIPAY",36.340779,138.637784
Hokuriku / Shinetsu / Tokai,Ishikawa,86,BEAMS KANAZAWA,knz,/global/shop/knz/,"1-2F, 2-4-30 Kohrinbo, Kanazawa-shi, Ishikawa","The spacious interior is divided into a women's floor (1F) and men's (2F). They present a wide range of varying articles casual, elegant, formal, and more.",076 260 1551,//cdn-cms.beams.co.jp/cdn/cms/shop/86/list_mUS4aZ.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay",36.564155,136.65349
Hokkaido / Tohoku,Miyagi,161,BEAMS OUTLET SENDAI-IZUMI,sio,/global/shop/sio/,"SENDAI-IZUMI PREMIUM OUTLETS 1F, 6-1 Teraoka, Izumi-ku, Sendai-shi, Miyagi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",022 342 6455,//cdn-cms.beams.co.jp/cdn/cms/shop/161/list_FW6D19.jpg,"September - July, 10:00 - 20:00 / August, 10:00 - 21:00","Tax-freeShop, UnionPay",38.341252,140.837029
Hokkaido / Tohoku,Hokkaido,198,BEAMS SAPPORO STELLAR PLACE,ssp,/global/shop/ssp/,"Sapporo STELLAR PLACE B1F , Nishi-2chome , Kita-5jo , Chuo-ku , Sapporo-shi,  Hokkaido","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",011 200 2092,//cdn-cms.beams.co.jp/cdn/cms/shop/198/list_chZQUX.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",43.068321,141.351825
Kanto,Kanagawa,235,BEAMS OUTLET SHONAN HIRATSUKA,sho,/global/shop/sho/,"THE OUTLETS SHONAN HIRATSUKA 1F, 1-1 Okam-8chome, Hiratsuka-shi Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0463 86 3381,//cdn-cms.beams.co.jp/cdn/cms/shop/235/list_l0f7KZ.jpg,10:00 - 20:00,,35.393138,139.363653
Kanto,Kanagawa,179,B:MING LIFE STORE by BEAMS Terrace Mall Shonan,tms,/global/shop/tms/,"Terrace Mall Shonan 1F, 1-3-1 Tsujidokandai Fujisawa-shi Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",0466-38-1361,//cdn-cms.beams.co.jp/cdn/cms/shop/179/list_2Rz8P4.jpg,10:00 - 21:00,Tax-freeShop,35.338099,139.446439
Kanto,Kanagawa,87,B:MING LIFE STORE by BEAMS TAMAPLAZA TERRACE,tpt,/global/shop/tpt/,"TAMAPLAZA TERRACE 1F, 1-1-2 Utsukushigaoka, Aoba-ku, Yokohama-shi, Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",045 905 3790,//cdn-cms.beams.co.jp/cdn/cms/shop/87/list_RdvtD8.jpg,10:00 - 20:00,Tax-freeShop,35.57762871393647,139.55934294204712
Kanto,Kanagawa,90,B:MING LIFE STORE by BEAMS LaLaPort Yokohama,yhl,/global/shop/yhl/,"LaLaPort Yokohama 1F, 4035-1 Ikonobecho, Tsuzuki-ku, Yokohoma-shi, Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",045 930 3530,//cdn-cms.beams.co.jp/cdn/cms/shop/90/list_PaSXSe.jpg,"Monday - Friday, 10:00 - 20:00 / Saturday, Sunday & holiday, 10:00 - 21:00","Tax-freeShop, UnionPay",35.51715174267968,139.5666492794037
Kanto,Kanagawa,96,B:MING LIFE STORE by BEAMS MARK IS minatomirai,mmm,/global/shop/mmm/,"MARK IS minatomirai 2F, 3-5-1 MInatomirai, Nishi-ku, Yokohama-shi, Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",045 228 3020,//cdn-cms.beams.co.jp/cdn/cms/shop/96/list_HW43Ql.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",35.457442,139.632245
Kanto,Kanagawa,56,BEAMS MUSASHIKOSUGI,gmk,/global/shop/gmk/,"GRANDTREE MUSASHIKOSUGI 1F, 3-1135-1 Shinmaruko-Higashi, Nakahara-ku, Kawasaki-shi, Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",044 431 8400,//cdn-cms.beams.co.jp/cdn/cms/shop/56/list_VEKz2a.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",35.574085,139.660157
Kanto,Kanagawa,177,BEAMS KAWASAKI,kwb,/global/shop/kwb/,"Luzon Kawasaki Plaza 2F, 72-1 Horikawacho Saiwai-ku Kawasaki-shi Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",044 520 1780,//cdn-cms.beams.co.jp/cdn/cms/shop/177/list_dmx4gd.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",35.532423,139.696286
Kanto,Kanagawa,64,BEAMS LIFE YOKOHAMA,lfy,/global/shop/lfy/,"YOKOHAMA MORES 1F-2F, 1-3-1 MinamiSaiwai, Nishi-ku, Yokohama-shi, Kanagawa","Art, fashion, culture.
BEAMS LIFE is an experiential select shop that stimulates the five senses by fusing every genre.",045 548 5305,//cdn-cms.beams.co.jp/cdn/cms/shop/64/list_4Q0XKH.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",35.46727,139.62204
Kanto,Kanagawa,60,BEAMS YOKOHAMA HIGASHIGUCHI,yeb,/global/shop/yeb/,"LUMINE  Yokohama 1F, 2-16-1 Takashima, Nishi-ku, Yokohama-shi Kanagawa",You will find a wide-range of varying articles from plain-daily-use styles to street styles with the latest trends here.,045 444 0710,//cdn-cms.beams.co.jp/cdn/cms/shop/60/list_KN3llt.jpg,"Monday - Friday, 10:00 - 21:00 / Saturday, Sunday & Holiday, 10:00 - 20:30","Tax-freeShop, UnionPay",35.46534,139.62289
Kanto,Chiba,142,BEAMS OUTLET KISARAZU,kzo,/global/shop/kzo/,"MITSUI OUTLET PARK KISARAZU, 3-1-1 Kaneda Higashi, Kisarazu-shi, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0438 40 1270,//cdn-cms.beams.co.jp/cdn/cms/shop/142/list_FtEx6x.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",35.4346804,139.9361113
Kanto,Chiba,144,BEAMS OUTLET MAKUHARI,mho,/global/shop/mho/,"MITSUI OUTLET PARK MAKUHARI, 2-6-1 Hibino, Mihama-ku, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",043 350 4700,//cdn-cms.beams.co.jp/cdn/cms/shop/144/list_K6aAMF.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",35.647748,140.041676
Kanto,Chiba,136,BEAMS OUTLET SHISUI,sso,/global/shop/sso/,"SHISUI PREMIUM OUTLET, 2-4-1 Iizumi, Shisuimachi, Inba-gun, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",043 496 5782,//cdn-cms.beams.co.jp/cdn/cms/shop/136/list_mF8iA6.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay, ALIPAY",35.714142,140.294153
Kanto,Chiba,138,B:MING LIFE STORE by BEAMS IKSPIARI,ikp,/global/shop/ikp/,"IKSPIARI 2F, 1-4 Maihama, Urayasu-shi, Chiba","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",047 390 7037,//cdn-cms.beams.co.jp/cdn/cms/shop/138/list_48MjZu.jpg,"Monday - Friday, 11:00 - 20:00 / Saturday, Sunday & holiday, 10:00 - 20:00","Tax-freeShop, UnionPay",35.635114,139.884099
Kanto,Chiba,74,B:MING LIFE STORE BY BEAMS LaLaport TOKYO-BAY,fbl,/global/shop/fbl/,"LaLaport TOKYO-BAY South Wing 2F, 2-1-1 Hamamachi, Funabashi-shi, Chiba","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",047 436 6500,//cdn-cms.beams.co.jp/cdn/cms/shop/74/list_jPI57V.jpg,"Monday - Friday, 10:00 - 20:00/ Saturday, Sunday & Holiday,10:00 - 21:00",Tax-freeShop,35.685743,139.990775
Kanto,Chiba,61,B:MING LIFE STORE by BEAMS LaLaPort Kasiwanoha,khl,/global/shop/khl/,"LaLaPort Kasiwanoha 2F, 175 Wakashiba, Kashiwa-shi, Chiba","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",04 7137 6750,//cdn-cms.beams.co.jp/cdn/cms/shop/61/list_G0HZ4R.jpg,"Monday - Friday, 10:00 - 20:00 / Saturday, Sunday & holiday, 10:00 - 21:00","Tax-freeShop, UnionPay",35.893311,139.951356
Kanto,Chiba,72,Demi-Luxe BEAMS KASHIWA,dlk,/global/shop/dlk/,"KASHIWA Takashimaya Station Mall 3F, 1-1 Suehirocho, Kashiwa-shi, Chiba","Demi-Luxe BEAMS which means ""small and light"", introduces quality-conscious work and free-time clothes for independent women who enjoy their own style.",04 7148 2032,//cdn-cms.beams.co.jp/cdn/cms/shop/72/list_VSfBDH.jpg,10:00 - 20:00,Tax-freeShop,35.862500,139.970557
Kanto,Chiba,71,BEAMS KASHIWA,ktb,/global/shop/ktb/,"Kashiwa Takashimaya Station Mall 4F, 1-1 Suehirocho, Kashiwa-shi, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",04 7147 9831,//cdn-cms.beams.co.jp/cdn/cms/shop/71/list_EiQEUt.jpg,10:00 - 20:00,Tax-freeShop,35.862538,139.970609
Kanto,Chiba,172,BEAMS CHIBA,cb,/global/shop/cb/,"PERIE CHIBA 3F, 1-1-1 ShinChiba, Chuo-ku, Chiba-shi, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.
",043 202 1010,//cdn-cms.beams.co.jp/cdn/cms/shop/172/list_enNfXJ.jpg,"Monday, 10:30 - 21:00 / Tuesday - Saturday, 10:00 - 21:00 / Sunday, holiday, 10:00 - 20:30 / Only Feb; Monday, 10:30 - 20:30 / Tuesday - Sunday, holiday, 10:00 - 20:30","Tax-freeShop, UnionPay",35.613218,140.114032
Kanto,Saitama,226,BEAMS OUTLET FUKAYA HANAZONO,fho,/global/shop/fho/,"FUKAYA-HANAZONO PREMIUM OUTLETS, 1 Hanazono, Fukaya-shi Saitama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",048 579 5297,//cdn-cms.beams.co.jp/cdn/cms/shop/226/list_pKPaXR.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",36.133213,139.249135
Kanto,Saitama,151,BEAMS OUTLET IRUMA,bio,/global/shop/bio/,"MITSUI OUTLET PARK IRUMA, 3169-1 Miyadera, Iruma-shi, Saitama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",04 2902 5222,//cdn-cms.beams.co.jp/cdn/cms/shop/151/list_yCegT5.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",35.8103275,139.3795523
Kanto,Saitama,148,BEAMS OUTLET KOSHIGAYA,lto,/global/shop/lto/,"Lake Town outlet, 4-1-1 lake town, Koshigaya-shi, Saitama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",048 961 1260,//cdn-cms.beams.co.jp/cdn/cms/shop/148/list_qITgqv.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",35.8799694,139.8247713
Kanto,Saitama,173,B:MING LIFE STORE by BEAMS Grand Emio TOKOROZAWA,get,/global/shop/get/,"Grand Emio TOKOROZAWA 2F, 1-14-5 Kusunokidai, Tokorozawa-shi, Saitama","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",042 968 6918,//cdn-cms.beams.co.jp/cdn/cms/shop/173/list_iyrQZv.jpg,10:00 - 21:00,Tax-freeShop,35.786547,139.473766
Kanto,Saitama,139,B:MING LIFE STORE by BEAMS COCOON CITY,ssc,/global/shop/ssc/,"COCOON2 COCOON CITY 2F, 4-263-1 Kishiki-cho, Omiya-ku, Saitama-shi, Saitama","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",048 788 1130,//cdn-cms.beams.co.jp/cdn/cms/shop/139/list_YmBBrq.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",35.895933,139.635626
Kanto,Saitama,69,BEAMS OMIYA,omb,/global/shop/omb/,"LUMINE OMIYA2 2F, 630 Nishikicho, Omiya-ku, Saitama-shi, Saitama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",048 640 5601,//cdn-cms.beams.co.jp/cdn/cms/shop/69/list_iZEkzd.jpg,"Monday - Saturday, 10:00 - 21:00 / Sunday, Holiday, 10:00 - 20:30",Tax-freeShop,35.906198,139.623903
Kanto,Tochigi,230,BEAMS JAPAN NIKKO,jnt,/global/shop/jnt/,"2287 Yamauchi, Nikko-shi Tochigi","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",0288 25 5028,//cdn-cms.beams.co.jp/cdn/cms/shop/230/list_rwZxS6.jpg,10:00 - 17:00（Apr. - Nov.）／10:00 - 16:00（Dec. - Mar.）,,36.753867,139.600100
Kanto,Tochigi,156,BEAMS OUTLET SANO,bso,/global/shop/bso/,"SANO PREMIUM OUTLETS, 2058 Koena-cho, Sano-shi, Tochigi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0283 27 2026,//cdn-cms.beams.co.jp/cdn/cms/shop/156/list_OXi9S1.jpg,"10:00 - 20:00 / February only on weekdays, 10:00 - 19:00","Tax-freeShop, UnionPay",36.294082,139.605737
Kanto,Tochigi,153,BEAMS OUTLET NASU,bno,/global/shop/bno/,"NASU GARDEN OUTLET, 184-7 Shionosaki, Nasushiobara-shi, Tochigi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0287 67 2166,//cdn-cms.beams.co.jp/cdn/cms/shop/153/list_v5IOC3.jpg,"October - June, 10:00-19:00 / July - September, 10:00-21:00","Tax-freeShop, UnionPay",36.965723,139.992549
Kanto,Ibaraki,158,BEAMS OUTLET AMI,amo,/global/shop/amo/,"AMI PREMIUM OUTLETS, 2700 Yoshihara, Ami-cho, Inashiki-gun, Ibaraki","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",029 833 6676,//cdn-cms.beams.co.jp/cdn/cms/shop/158/list_Iz9Jqe.jpg,"September - June, 10:00 - 20:00 / July & August, 10:00 - 21:00","Tax-freeShop, UnionPay",35.983648,140.237693
Tokyo,Minamimachida,199,BEAMS OUTLET MINAMIMACHIDA,gpo,/global/shop/gpo/,"1F Grandberry Park, 3-4-1 Tsuruma, Machida-shi Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",042 850 7061,//cdn-cms.beams.co.jp/cdn/cms/shop/199/list_bioKLV.jpg,10:00 - 20:00,Tax-freeShop,35.5098378,139.4699593
Tokyo,Minamiosawa,132,BEAMS OUTLET TAMA MINAMI OSAWA,tmo,/global/shop/tmo/,"MITSUI OUTLET PARK TAMA MINAMI OSAWA, 1-600 Minami-Osawa, Hachioji-shi, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",042 678 7600,//cdn-cms.beams.co.jp/cdn/cms/shop/132/list_ENS3Zy.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",35.614188,139.377316
Tokyo,Machida,55,BEAMS MACHIDA,mcb,/global/shop/mcb/,"LUMINE Machida 2F, 6-1-11 Haramachida, Machida-shi, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",042 732 5101,//cdn-cms.beams.co.jp/cdn/cms/shop/55/list_4vy0ji.jpg,10:30  - 20:30,Tax-freeShop,35.542048,139.446078
Tokyo,Tachikawa,141,B:MING LIFE STORE by BEAMS LaLaport Tachikawa Tachihi,ttl,/global/shop/ttl/,"LaLaport Tachikawa Tachihi 2F, 935-1 Izumicho, Tachikawa-shi, Tokyo","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",042 540 6050,//cdn-cms.beams.co.jp/cdn/cms/shop/141/list_FtuSvm.jpg,"Monday - Friday, 10:00 - 20:00 / Saturday, Sunday & holiday, 10:00 - 21:00","Tax-freeShop, UnionPay",35.713588,139.418523
Tokyo,Tachikawa,54,BEAMS TACHIKAWA,tcb,/global/shop/tcb/,"LUMINE Tachikawa 2F, 2-1-1 Akebonocho, Tachikawa-shi, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",042 548 1070 （Men's） / 042 548 1071 （Women's）,//cdn-cms.beams.co.jp/cdn/cms/shop/54/list_lZynaT.jpg,10:00 - 20:00,Tax-freeShop,35.69838,139.414954
Tokyo,Kichijoji,52,BEAMS KICHIJOJI,kkj,/global/shop/kkj/,"kirarina Kichijoji 3F, 2-1-25 Kichijojiminamicho, Musashino-shi, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0422 70 2571,//cdn-cms.beams.co.jp/cdn/cms/shop/52/list_ehKqh5.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",35.702803,139.579946
Tokyo,Toyosu,80,B:MING LIFE STORE by BEAMS Urban Dock LaLaport Toyosu,tyl,/global/shop/tyl/,"Urban Dock LaLaport Toyosu 1F, 2-4-9 Toyosu, Koto-ku, Tokyo","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",03 3532 3100,//cdn-cms.beams.co.jp/cdn/cms/shop/80/list_pPASxk.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",35.655141,139.792766
Tokyo,Oshiage,163,BEAMS TOKYO SKYTREE TOWN,tst,/global/shop/tst/,"TOKYO SKY TREE TOWN Solamachi 2F, 1-1-2 Oshiage Sumida-ku, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",03 5819 4011,//cdn-cms.beams.co.jp/cdn/cms/shop/163/list_BGnyJQ.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",35.7101587,139.8118193
Tokyo,Ikebukuro,35,BEAMS IKEBUKURO,ikb,/global/shop/ikb/,"LUMINE Ikebukuro 1F, 1-11-1 Nishi-Ikebukuro, Toshima-ku, Tokyo","A wide range of fashion products for men and women, including casual wear, business suits, accessories, and miscellaneous goods.",03 5956 1590,//cdn-cms.beams.co.jp/cdn/cms/shop/35/list_d14eWP.jpg,11:00 - 21:00,"Tax-freeShop, UnionPay",35.728812,139.709388
Tokyo,Futakotamagawa,47,BEAMS GOLF Tamagawa Takashimaya,ttg,/global/shop/ttg/,"Tamagawa Takashimaya Shopping Center South Bldg. 5F, 3-17-1, Tamagawa, Setagaya-ku, Tokyo","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",03 5491 5741,//cdn-cms.beams.co.jp/cdn/cms/shop/47/list_h2SRjK.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",35.613311,139.62648
Tokyo,Shimokitazawa,239,BEAMS Planets LIMITED STORE SHIMOKITAZAWA,planets,/global/shop/planets/,"reload 2−1, 3-19-20 Kitazawa, Setagaya-ku Tokyo","〈BEAMS Planets〉is a label that connects people and things around the world, continues to create products full of originality, and carefully delivers their charms along with their stories. It is a limited-time shop of this label.",03 3460 8515,//cdn-cms.beams.co.jp/cdn/cms/shop/239/list_uT0j24.jpg,11:00 - 20:00,,35.66329,139.66972
Tokyo,Roppongi,45,BEAMS HOUSE ROPPONGI,bhr,/global/shop/bhr/,"TOKYO MIDTOWN·Galleria 1F, 9-7-3 Akasaka, Minato-ku, Tokyo",BEAMS HOUSE ROPPONGI is a chic shop for adults who enjoy their own fashion and lifestyle. We provide comfortable services and products in a shop with a classical and sedate mood.,03 5413 7690,//cdn-cms.beams.co.jp/cdn/cms/shop/45/list_5Gx6i0.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay",35.665891,139.730301
Tokyo,Yurakucho,42,BEAMS GOLF YURAKUCHO,yg,/global/shop/yg/,"Yurakucho Denki Bldg. 1F, 1-7-1 Yurakucho, Chiyoda-ku, Tokyo","A BEAMS GOLF shop, an original brand that proposes a golf wear style that is both fashionable and functional, and unique to BEAMS. You'll find a full line up of carefully selected imported items, as well as items from collaborations with popular fashion brands.",03 5221 6001,//cdn-cms.beams.co.jp/cdn/cms/shop/42/list_bBAyIG.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay",35.6743248,139.7613036
Tokyo,Marunouchi,39,BEAMS GOLF DAIMARU TOKYO,dtg,/global/shop/dtg/,"DAIMARU TOKYO 11F, 1-9-1 Marunouchi, Chiyoda-ku, Tokyo","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",03 5218 2210,//cdn-cms.beams.co.jp/cdn/cms/shop/39/list_w4mM8j.jpg,"10:00〜20:00 / Thu,Fri, 10:00〜21:00","Tax-freeShop, UnionPay",35.681532,139.768871
Tokyo,Marunouchi,38,BEAMS SHIN-MARUNOUCHI,smb,/global/shop/smb/,"SHIN-MARUNOUCHI Bldg. 3F, 1-5-1 Marunouchi, Chiyoda-ku, Tokyo",Casual clothes and items for grown-up weekends starting with BEAMS LIGHTS can be found at BEAM SHIN-MARUNOUCHI.,03 5288 7670,//cdn-cms.beams.co.jp/cdn/cms/shop/38/list_W03Koc.jpg,"Mon - Sat, 11:00 - 21:00 / Sun, Holiday, 11:00 - 20:00","Tax-freeShop, UnionPay",35.682543,139.7643
Tokyo,Ginza,17,BEAMS GINZA,gnz,/global/shop/gnz/,"2F/3F, 4-4-1 Ginza, Chuo-ku, Tokyo",We display a wide variety of clothes from business clothes that suit the streets of Ginza to casual clothes for borderless fashion.,03 3567 2223（2F Casual）／ 03 3567 2224（3F Formal）,//cdn-cms.beams.co.jp/cdn/cms/shop/17/list_ksNFTn.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay, ALIPAY",35.672267,139.765167
Tokyo,Daikanyama,21,Kodomo BEAMS,kd,/global/shop/kd/,"1F, 19-7 Sarugakucho, Shibuya-ku, Tokyo","Kodomo BEAMS was opened in September, 2008, in Daikanyama to give children the chance to expand their creativity and sensitivity through our products, events and workshops. We intorduce children's clothes that create a happy lifestyle for both children and their parents.",03 5428 4844,//cdn-cms.beams.co.jp/cdn/cms/shop/21/list_RMgeYr.jpg,10:00 - 19:00,"Tax-freeShop, UnionPay, ALIPAY",35.648970,139.700715
Tokyo,Ebisu,16,BEAMS EBISU,ebs,/global/shop/ebs/,"Atre Ebisu 4F, 1-5-5 Ebisu-Minami, Shibuya-ku, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",03 5447 7061,//cdn-cms.beams.co.jp/cdn/cms/shop/16/list_Ym279R.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",35.646175,139.710517
Tokyo,Shibuya,10,BEAMS MEN SHIBUYA,s,/global/shop/s/,"1F/2F, 1-15-1 Jinnan, Shibuya-ku, Tokyo","Spread out over 2 floors, BEAMS SHIBAYA categorizes men's clothing not by age groups, but by style and feel.",03 3780 5500,//cdn-cms.beams.co.jp/cdn/cms/shop/10/list_sgiBFA.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay, ALIPAY",35.663797,139.699659
Tokyo,Harajuku,238,BEAMS HARAJUKU ANNEX,ha,/global/shop/ha/,1F 3-24-5 Jingumae Shibuya-ku Tokyo,"This is the actual store of ""FUTURE ARCHIVE"", a project led by a new generation that creates a ""future archive"" that will not fade 10 or 20 years from now.",03 3470 8452,//cdn-cms.beams.co.jp/cdn/cms/shop/238/list_ZLVgoP.jpg,13:00 - 20:00,,35.670994,139.707522
