area,sub_area,shop_id,shop_name_en,url_param,link_url,address_en,description_en,tel,image_url,id,name_en,tel_en
Kanto,Chiba,138,B:MING LIFE STORE by BEAMS IKSPIARI,ikp,/global/shop/ikp/,"IKSPIARI 2F, 1-4 Maihama, Urayasu-shi, Chiba","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",047 390 7037,//cdn-cms.beams.co.jp/cdn/cms/shop/138/list_48MjZu.jpg,138,B:MING LIFE STORE by BEAMS IKSPIARI,047 390 7037
Kanto,Chiba,136,BEAMS OUTLET SHISUI,sso,/global/shop/sso/,"SHISUI PREMIUM OUTLET, 2-4-1 Iizumi, Shisuimachi, Inba-gun, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",043 496 5782,//cdn-cms.beams.co.jp/cdn/cms/shop/136/list_mF8iA6.jpg,136,BEAMS OUTLET SHISUI,043 496 5782
Kanto,Chiba,144,BEAMS OUTLET MAKUHARI,mho,/global/shop/mho/,"MITSUI OUTLET PARK MAKUHARI, 2-6-1 Hibino, Mihama-ku, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",043 350 4700,//cdn-cms.beams.co.jp/cdn/cms/shop/144/list_K6aAMF.jpg,144,BEAMS OUTLET MAKUHARI,043 350 4700
Kanto,Chiba,142,BEAMS OUTLET KISARAZU,kzo,/global/shop/kzo/,"MITSUI OUTLET PARK KISARAZU, 3-1-1 Kaneda Higashi, Kisarazu-shi, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0438 40 1270,//cdn-cms.beams.co.jp/cdn/cms/shop/142/list_FtEx6x.jpg,142,BEAMS OUTLET KISARAZU,0438 40 1270
Kanto,Kanagawa,60,BEAMS YOKOHAMA HIGASHIGUCHI,yeb,/global/shop/yeb/,"LUMINE  Yokohama 1F, 2-16-1 Takashima, Nishi-ku, Yokohama-shi Kanagawa",You will find a wide-range of varying articles from plain-daily-use styles to street styles with the latest trends here.,045 444 0710,//cdn-cms.beams.co.jp/cdn/cms/shop/60/list_KN3llt.jpg,60,BEAMS YOKOHAMA HIGASHIGUCHI,045 444 0710
Kanto,Kanagawa,64,BEAMS LIFE YOKOHAMA,lfy,/global/shop/lfy/,"YOKOHAMA MORES 1F-2F, 1-3-1 MinamiSaiwai, Nishi-ku, Yokohama-shi, Kanagawa","Art, fashion, culture.
BEAMS LIFE is an experiential select shop that stimulates the five senses by fusing every genre.",045 548 5305,//cdn-cms.beams.co.jp/cdn/cms/shop/64/list_4Q0XKH.jpg,64,BEAMS LIFE YOKOHAMA,045 548 5305
Kanto,Kanagawa,66,BEAMS STREET YOKOHAMA,syh,/global/shop/syh/,"JOINUS 2F, 1-5-1 Minamisaiwai, Nishi-ku, Yokohama-shi, Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",045 412 5380,//cdn-cms.beams.co.jp/cdn/cms/shop/66/list_3OmXpW.jpg,66,BEAMS STREET YOKOHAMA,045 412 5380
Kanto,Kanagawa,186,BEAMS MINATOMIRAI,mmb,/global/shop/mmb/,"MARK IS minatomirai 1F, 3-5-1 MInatomirai, Nishi-ku, Yokohama-shi, Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",045 680 3300,//cdn-cms.beams.co.jp/cdn/cms/shop/186/list_lombHS.jpg,186,BEAMS MINATOMIRAI,045 680 3300
Kanto,Kanagawa,177,BEAMS KAWASAKI,kwb,/global/shop/kwb/,"Luzon Kawasaki Plaza 2F, 72-1 Horikawacho Saiwai-ku Kawasaki-shi Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",044 520 1780,//cdn-cms.beams.co.jp/cdn/cms/shop/177/list_dmx4gd.jpg,177,BEAMS KAWASAKI,044 520 1780
Kanto,Kanagawa,56,BEAMS MUSASHIKOSUGI,gmk,/global/shop/gmk/,"GRANDTREE MUSASHIKOSUGI 1F, 3-1135-1 Shinmaruko-Higashi, Nakahara-ku, Kawasaki-shi, Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",044 431 8400,//cdn-cms.beams.co.jp/cdn/cms/shop/56/list_VEKz2a.jpg,56,BEAMS MUSASHIKOSUGI,044 431 8400
Kanto,Kanagawa,180,BEAMS TSUJIDO,tjd,/global/shop/tjd/,"Terrace Mall Shonan 2F, 1-3-1 Tsujidokandai, Fujisawa-shi, Kanagawa","A concept store that promotes an innovative approach to an authentic and casual style for adults. Based on the ideas of heritage, native art and design, our lineup features high quality attire and an abundant selection of accessories inspired by American Indian jewelry. From ivy and more, enjoy a classic sense of style that has persisted throughout time.",0466 38 6175,//cdn-cms.beams.co.jp/cdn/cms/shop/180/list_PJ1zpF.jpg,180,BEAMS TSUJIDO,0466 38 6175
Kanto,Kanagawa,96,B:MING LIFE STORE by BEAMS MARK IS minatomirai,mmm,/global/shop/mmm/,"MARK IS minatomirai 2F, 3-5-1 MInatomirai, Nishi-ku, Yokohama-shi, Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",045 228 3020,//cdn-cms.beams.co.jp/cdn/cms/shop/96/list_HW43Ql.jpg,96,B:MING LIFE STORE by BEAMS MARK IS minatomirai,045 228 3020
Kanto,Kanagawa,90,B:MING LIFE STORE by BEAMS LaLaPort Yokohama,yhl,/global/shop/yhl/,"LaLaPort Yokohama 1F, 4035-1 Ikonobecho, Tsuzuki-ku, Yokohoma-shi, Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",045 930 3530,//cdn-cms.beams.co.jp/cdn/cms/shop/90/list_PaSXSe.jpg,90,B:MING LIFE STORE by BEAMS LaLaPort Yokohama,045 930 3530
Kanto,Kanagawa,87,B:MING LIFE STORE by BEAMS TAMAPLAZA TERRACE,tpt,/global/shop/tpt/,"TAMAPLAZA TERRACE 1F, 1-1-2 Utsukushigaoka, Aoba-ku, Yokohama-shi, Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",045 905 3790,//cdn-cms.beams.co.jp/cdn/cms/shop/87/list_RdvtD8.jpg,87,B:MING LIFE STORE by BEAMS TAMAPLAZA TERRACE,045 905 3790
Kanto,Kanagawa,77,B:MING LIFE STORE by BEAMS Lazona Kawasaki Plaza,kwl,/global/shop/kwl/,"Lazona Kawasaki Plaza 3F, 72-1 Horikawacho, Saiwai-ku, Kawasaki-shi, Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",044 540 3520,//cdn-cms.beams.co.jp/cdn/cms/shop/77/list_SlxArG.jpg,77,B:MING LIFE STORE by BEAMS Lazona Kawasaki Plaza,044 540 3520
Kanto,Kanagawa,179,B:MING LIFE STORE by BEAMS Terrace Mall Shonan,tms,/global/shop/tms/,"Terrace Mall Shonan 1F, 1-3-1 Tsujidokandai Fujisawa-shi Kanagawa","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",0466-38-1361,//cdn-cms.beams.co.jp/cdn/cms/shop/179/list_2Rz8P4.jpg,179,B:MING LIFE STORE by BEAMS Terrace Mall Shonan,0466-38-1361
Kanto,Kanagawa,123,BEAMS OUTLET YOKOHAMA,ybo,/global/shop/ybo/,"MITSUI OUTLET PARK YOKOHAMA-BAYSIDE, 5-2 Shiraho, Kanazawa-ku, Yokohama-shi, Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",045 350 9517,//cdn-cms.beams.co.jp/cdn/cms/shop/123/list_7TJW3w.jpg,123,BEAMS OUTLET YOKOHAMA,045 350 9517
Kanto,Kanagawa,235,BEAMS OUTLET SHONAN HIRATSUKA,sho,/global/shop/sho/,"THE OUTLETS SHONAN HIRATSUKA 1F, 1-1 Okam-8chome, Hiratsuka-shi Kanagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0463 86 3381,//cdn-cms.beams.co.jp/cdn/cms/shop/235/list_l0f7KZ.jpg,235,BEAMS OUTLET SHONAN HIRATSUKA,0463 86 3381
Hokkaido / Tohoku,Hokkaido,76,BEAMS SAPPORO,sp,/global/shop/sp/,"1F/2F, 8-11 Nishi-3chome, Minami-1jo, Chuo-ku, Sapporo-shi, Hokkaido","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.","011 252 5111 （Women's 1F） 
011 252 5100 （Men's 2F）",//cdn-cms.beams.co.jp/cdn/cms/shop/76/list_YqjYJ0.jpg,76,BEAMS SAPPORO,"011 252 5111 （Women's 1F） 
011 252 5100 （Men's 2F）"
Hokkaido / Tohoku,Hokkaido,162,BEAMS OUTLET SAPPORO KITAHIROSHIMA,kho,/global/shop/kho/,"MITSUI OUTLET PARK SAPPORO KITA-HIROSHIMA, 3-7-6 Omagari-Saiwai-cho, Kita-Hiroshima-shi, Hokkaido","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",011 377 1972,//cdn-cms.beams.co.jp/cdn/cms/shop/162/list_4M6vnB.jpg,162,BEAMS OUTLET SAPPORO KITAHIROSHIMA,011 377 1972
Hokkaido / Tohoku,Hokkaido,198,BEAMS SAPPORO STELLAR PLACE,ssp,/global/shop/ssp/,"Sapporo STELLAR PLACE B1F , Nishi-2chome , Kita-5jo , Chuo-ku , Sapporo-shi,  Hokkaido","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",011 200 2092,//cdn-cms.beams.co.jp/cdn/cms/shop/198/list_chZQUX.jpg,198,BEAMS SAPPORO STELLAR PLACE,011 200 2092
Hokkaido / Tohoku,Miyagi,79,BEAMS SENDAI,sdi,/global/shop/sdi/,"1F/2F, 3-6-1 Ichibancho, Aoba-ku, Sendai-shi, Miyagi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",022 263 2011,//cdn-cms.beams.co.jp/cdn/cms/shop/79/list_ORVU1v.jpg,79,BEAMS SENDAI,022 263 2011
Hokkaido / Tohoku,Miyagi,161,BEAMS OUTLET SENDAI-IZUMI,sio,/global/shop/sio/,"SENDAI-IZUMI PREMIUM OUTLETS 1F, 6-1 Teraoka, Izumi-ku, Sendai-shi, Miyagi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",022 342 6455,//cdn-cms.beams.co.jp/cdn/cms/shop/161/list_FW6D19.jpg,161,BEAMS OUTLET SENDAI-IZUMI,022 342 6455
Hokkaido / Tohoku,Miyagi,201,BEAMS OUTLET SENDAIKOU,sko,/global/shop/sko/,"SENDAIKOU MITSUI OUTLET PARK 1F, 3-7-2 Nakano, Miyagino-ku, Sendai-shi, Miyagi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",022 387 1101,//cdn-cms.beams.co.jp/cdn/cms/shop/201/list_Eu2WZy.jpg,201,BEAMS OUTLET SENDAIKOU,022 387 1101
Hokuriku / Shinetsu / Tokai,Niigata,84,BEAMS NIIGATA,nib,/global/shop/nib/,"ACROSS Niigata 1F, 2-5-2 Yachiyo, Chuo-ku, Niigata-shi, Niigata","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",025 255 1000,//cdn-cms.beams.co.jp/cdn/cms/shop/84/list_SWF0M0.jpg,84,BEAMS NIIGATA,025 255 1000
Hokuriku / Shinetsu / Tokai,Toyama,105,BEAMS OUTLET HOKURIKUOYABE,hoo,/global/shop/hoo/,"MITSUI OUTLET PARK HOKURIKU OYABE, 972-1 Nishinakano, Oyabe-shi, Toyama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0766 67 2306,//cdn-cms.beams.co.jp/cdn/cms/shop/105/list_DtOYCt.jpg,105,BEAMS OUTLET HOKURIKUOYABE,0766 67 2306
Hokuriku / Shinetsu / Tokai,Ishikawa,86,BEAMS KANAZAWA,knz,/global/shop/knz/,"1-2F, 2-4-30 Kohrinbo, Kanazawa-shi, Ishikawa","The spacious interior is divided into a women's floor (1F) and men's (2F). They present a wide range of varying articles casual, elegant, formal, and more.",076 260 1551,//cdn-cms.beams.co.jp/cdn/cms/shop/86/list_mUS4aZ.jpg,86,BEAMS KANAZAWA,076 260 1551
Hokuriku / Shinetsu / Tokai,Nagano,62,BEAMS OUTLET KARUIZAWA,bko,/global/shop/bko/,"KARUIZAWA PRINCE SHOPPING PLAZA New East, 1178-160 Karuizawa, Karuizawamachi, Kitasaku-gun, Nagano","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0267 41 2021,//cdn-cms.beams.co.jp/cdn/cms/shop/62/list_JLX8Nr.jpg,62,BEAMS OUTLET KARUIZAWA,0267 41 2021
Hokuriku / Shinetsu / Tokai,Nagano,89,Kodomo BEAMS KARUIZAWA,kkp,/global/shop/kkp/,"KARUIZAWA PRINCE SHOPPING PLAZA Center Mall, 1178-160 Karuizawa, Karuizawamachi, Kitasaku-gun, Nagano","Kodomo BEAMS was opened to give children the chance to expand their creativity and sensitivity through our products, events and workshops. We intorduce children's clothes that create a happy lifestyle for both children and their parents.",0267 41 6708,//cdn-cms.beams.co.jp/cdn/cms/shop/89/list_megy8K.jpg,89,Kodomo BEAMS KARUIZAWA,0267 41 6708
Hokuriku / Shinetsu / Tokai,Nagano,91,BEAMS GOLF KARUIZAWA,kpg,/global/shop/kpg/,"KARUIZAWA PRINCE SHOPPING PLAZA New East, 1178-160 Karuizawa, Karuizawamachi, Kitasaku-gun, Nagano","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",0267 41 1577,//cdn-cms.beams.co.jp/cdn/cms/shop/91/list_hwItQS.jpg,91,BEAMS GOLF KARUIZAWA,0267 41 1577
Hokuriku / Shinetsu / Tokai,Nagano,245,BEAMS JAPAN ZENKOJI,jnz,/global/shop/jnz/,"491-i Nagano-Motoyoshicho, Nagano City Nagano","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.
",026 234 3595,//cdn-cms.beams.co.jp/cdn/cms/shop/245/list_8t5FW3.jpg,245,BEAMS JAPAN ZENKOJI,026 234 3595
Hokuriku / Shinetsu / Tokai,Shizuoka,93,BEAMS SHIZUOKA,szk,/global/shop/szk/,"Shin Shizuoka Cenova 1F, 1-1-1 Takajou, Aoi-ku, Shizuoka-shi, Shizuoka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",054 275 2070,//cdn-cms.beams.co.jp/cdn/cms/shop/93/list_lcAu1S.jpg,93,BEAMS SHIZUOKA,054 275 2070
Hokuriku / Shinetsu / Tokai,Shizuoka,119,B:MING LIFE STORE by BEAMS Shin-Shizuoka Cenova,szc,/global/shop/szc/,"Shin-Shizuoka Cenova 2F, 1-1-1 Takajou, Aoi-ku, Shizuoka-shi, Shizuoka","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",054 205 5511,//cdn-cms.beams.co.jp/cdn/cms/shop/119/list_TPuAJa.jpg,119,B:MING LIFE STORE by BEAMS Shin-Shizuoka Cenova,054 205 5511
Hokuriku / Shinetsu / Tokai,Shizuoka,57,BEAMS OUTLET GOTEMBA,bgo,/global/shop/bgo/,"GOTEMBA PREMIUM OUTLETS, 1312 Fukasawa, Gotemba-shi, Shizuoka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0550-70-1211,//cdn-cms.beams.co.jp/cdn/cms/shop/57/list_CiZDwa.jpg,57,BEAMS OUTLET GOTEMBA,0550-70-1211
Hokuriku / Shinetsu / Tokai,Shizuoka,240,BEAMS GOLF Shin-Shizuoka Cenova,szg,/global/shop/szg/,"Shin-Shizuoka Cenova 1F, 1-1-1 Takajo, Aoi-ku, Shizuoka-shi Shizuoka","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",054 204 5500,//cdn-cms.beams.co.jp/cdn/cms/shop/240/list_IZot5I.jpg,240,BEAMS GOLF Shin-Shizuoka Cenova,054 204 5500
Hokuriku / Shinetsu / Tokai,Aichi,94,BEAMS NAGOYA,bna,/global/shop/bna/,"LACHIC 2F, 3-6-1 Sakae, Naka-ku, Nagoya-shi, Aichi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",052 265 2610,//cdn-cms.beams.co.jp/cdn/cms/shop/94/list_Fil9ah.jpg,94,BEAMS NAGOYA,052 265 2610
Hokuriku / Shinetsu / Tokai,Aichi,170,BEAMS HOUSE NAGOYA,bhn,/global/shop/bhn/,"Takashimaya GATE TOWER MALL 3F, 1-1-3 Meieki, Nakamura-ku, Nagoya-shi, Aichi",We introduce a new formal and casual style for the new generation with comfortable service. We aspire to becoming a store adults would enjoy and patronize for ever.,052 589 2671,//cdn-cms.beams.co.jp/cdn/cms/shop/170/list_3rvGnL.jpg,170,BEAMS HOUSE NAGOYA,052 589 2671
Hokuriku / Shinetsu / Tokai,Aichi,98,BEAMS GOLF MATSUZAKAYA NAGOYA,nmg,/global/shop/nmg/,"Matsuzakaya Nagoya South Wing 5F, 3-16-1 Sakae, Naka-ku, Nagoya-shi, Aichi","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",052 238 3981,//cdn-cms.beams.co.jp/cdn/cms/shop/98/list_3DFObq.jpg,98,BEAMS GOLF MATSUZAKAYA NAGOYA,052 238 3981
Hokuriku / Shinetsu / Tokai,Aichi,185,B:MING LIFE STORE by BEAMS LaLaport Minato AQULS,nma,/global/shop/nma/,"LaLaport Minato AQULS 1F, 2-3-2 Koumei, Minato-ku, Nagoya-shi, Aichi","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",052-659-2821,//cdn-cms.beams.co.jp/cdn/cms/shop/185/list_UrjilB.jpg,185,B:MING LIFE STORE by BEAMS LaLaport Minato AQULS,052-659-2821
Hokuriku / Shinetsu / Tokai,Aichi,189,B:MING LIFE STORE by BEAMS mozo WONDER CITY,mwc,/global/shop/mwc/,"mozo WONDER CITY 1F, 40 Futakatacho, Nishi-ku, Nagoya-shi, Aichi","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",052 509 2390,//cdn-cms.beams.co.jp/cdn/cms/shop/189/list_EghRy7.jpg,189,B:MING LIFE STORE by BEAMS mozo WONDER CITY,052 509 2390
Hokuriku / Shinetsu / Tokai,Aichi,232,BEAMS GOLF Dai Nagoya Building,dbg,/global/shop/dbg/,"Dai Nagoya Building Shops&Restaurants 2F, 3-28-12 Meieki, Nakamura-ku, Nagoya-shi","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.
",052 564 1085,//cdn-cms.beams.co.jp/cdn/cms/shop/232/list_mh2OJB.jpg,232,BEAMS GOLF Dai Nagoya Building,052 564 1085
Hokuriku / Shinetsu / Tokai,Gifu,59,BEAMS OUTLET TOKI,tko,/global/shop/tko/,"TOKI PREMIUM OUTLETS, 1-2 Tokigaoka, Toki-shi, Gifu","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0572 53 2126,//cdn-cms.beams.co.jp/cdn/cms/shop/59/list_trGBlU.jpg,59,BEAMS OUTLET TOKI,0572 53 2126
Hokuriku / Shinetsu / Tokai,Mie,53,BEAMS OUTLET NAGASHIMA,nso,/global/shop/nso/,"MITSUI OUTLET PARK JAZZ DREAM NAGASHIMA, 368 Urayasu, Nagashimacho, Kuwana-shi, Mie","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0594 45 8745,//cdn-cms.beams.co.jp/cdn/cms/shop/53/list_RaW2dO.jpg,53,BEAMS OUTLET NAGASHIMA,0594 45 8745
Kansai,Shiga,50,BEAMS OUTLET SHIGA RYUO,sro,/global/shop/sro/,"MITSUI OUTLET PARK SHIGA RYUO, 1178-694 Oaza Kuzushi Aza Sunayama, Ryuocho, Gamou-gun, Shiga","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0748 58 8210,//cdn-cms.beams.co.jp/cdn/cms/shop/50/list_z4pvBp.jpg,50,BEAMS OUTLET SHIGA RYUO,0748 58 8210
Kansai,Kyoto,99,BEAMS KYOTO,kyo,/global/shop/kyo/,"KYOTO SHOCHIKUZA BUILDING 1F, 415 Sakurano-cho, Sanjo-sagaru Shinkyogoku Nakagyo-ku, Kyoto-shi  Kyoto","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",075-257-8065,//cdn-cms.beams.co.jp/cdn/cms/shop/99/list_zPKEP9.jpg,99,BEAMS KYOTO,075-257-8065
Kansai,Kyoto,204,BEAMS JAPAN KYOTO,jk,/global/shop/jk/,"1F ShinPuhKan, 586-2, Karasumadori Aneyakoji-sagaru Banocho, Nakagyo-ku, Kyoto-shi Kyoto","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",075 708 6848,//cdn-cms.beams.co.jp/cdn/cms/shop/204/list_SIhK2K.jpg,204,BEAMS JAPAN KYOTO,075 708 6848
Kansai,Kyoto,205,Pilgrim Surf+Supply KYOTO,psk,/global/shop/psk/,"1F ShinPuhKan, 586-2, Karasumadori Aneyakoji-sagaru Banocho, Nakagyo-ku, Kyoto-shi Kyoto Kyoto","The first Japanese flagship store of ""Pilgrim Surf+Supply,"" a select shop from Brooklyn, New York. The shop follows the concept of ""a dual life that combines both nature and urban,"" and proposes a lifestyle of outdoor activities with a focus on surf filtered through the scope of American East Coast culture. Not limited to fashion apparel only, the shop offers a wide variety of content that includes activities as well.",075 708 6632 ,//cdn-cms.beams.co.jp/cdn/cms/shop/205/list_c20Vvm.jpg,205,Pilgrim Surf+Supply KYOTO,075 708 6632 
Kansai,Kyoto,242,BEAMS GOLF TAKASHIMAYA KYOTO S.C,ktg,/global/shop/ktg/,"3F, Takashimaya Kyoto S.C 35 Otabicho, Shimogyo-ku, Kyoto-shi Kyoto","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.
",075 606 5624,//cdn-cms.beams.co.jp/cdn/cms/shop/242/list_0Rn94K.jpg,242,BEAMS GOLF TAKASHIMAYA KYOTO S.C,075 606 5624
Kansai,Kyoto,246,BEAMS JAPAN MAIZURU,jmz,/global/shop/jmz/,"ATICK 1F, 1049 Kitasui, Maizuru-sh Kyoto","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",0773 77 5678,//cdn-cms.beams.co.jp/cdn/cms/shop/246/list_4YJmv4.jpg,246,BEAMS JAPAN MAIZURU,0773 77 5678
Kansai,Osaka,101,BEAMS UMEDA,umd,/global/shop/umd/,"LUCUA osaka 3F, 3-1-3 Umeda, Kita-ku, Osaka-shi, Osaka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",06 6347 0490,//cdn-cms.beams.co.jp/cdn/cms/shop/101/list_cqPTg0.jpg,101,BEAMS UMEDA,06 6347 0490
Kansai,Osaka,109,BEAMS STREET UMEDA,sum,/global/shop/sum/,"HEP FIVE 1F,5-15 Kakuta-cho, Kita-ku, Osaka-shi, Osaka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",06 6366 3695,//cdn-cms.beams.co.jp/cdn/cms/shop/109/list_rg4orr.jpg,109,BEAMS STREET UMEDA,06 6366 3695
Kansai,Osaka,111,BEAMS HOUSE UMEDA,bhu,/global/shop/bhu/,"GRAND FRONT OSAKA South Bldg. 2F, 4-20 Ofuka-cho, Kita-ku, Osaka-shi, Osaka",BEAMS EX UMEDA Demi-Luxe BEAMS UMEDA is a chic shop for adults who enjoy their own fashion and lifestyle. We provide comfortable services and products in a shop with a classical and sedate mood.,06 6359 3451,//cdn-cms.beams.co.jp/cdn/cms/shop/111/list_ek3B8K.jpg,111,BEAMS HOUSE UMEDA,06 6359 3451
Kansai,Osaka,114,BEAMS GOLF GRAND FRONT OSAKA,gog,/global/shop/gog/,"GRAND FRONT OSAKA South Bldg. 1F, 4-20 Ofuka-cho, Kita-ku, Osaka-shi, Osaka","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",06 6359 1671,//cdn-cms.beams.co.jp/cdn/cms/shop/114/list_l3Tu2c.jpg,114,BEAMS GOLF GRAND FRONT OSAKA,06 6359 1671
Kansai,Osaka,191,BEAMS NAMBA,nmb,/global/shop/nmb/,"Namba CITY Main Bldg.B1F, 5-1-60 Namba, Chuo-ku, Osaka-shi, Osaka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",06 6635 2601,//cdn-cms.beams.co.jp/cdn/cms/shop/191/list_av47sx.jpg,191,BEAMS NAMBA,06 6635 2601
Kansai,Osaka,190,BEAMS HOUSE NAMBA,nmh,/global/shop/nmh/,"NAMBA parks 2F, 2-10-70 Nambanaka, Naniwa-ku, Osaka-shi Osaka",We introduce a new formal and casual style for the new generation with comfortable service. We aspire to becoming a store adults would enjoy and patronize for ever.,06 6635 2301,//cdn-cms.beams.co.jp/cdn/cms/shop/190/list_10hk4S.jpg,190,BEAMS HOUSE NAMBA,06 6635 2301
Kansai,Osaka,175,BEAMS GOLF NAMBA PARKS,npg,/global/shop/npg/,"NAMBA parks 2F, 2-10-70 Nambanaka, Naniwa-ku, Osaka-shi, Osaka","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",06 6635 2093,//cdn-cms.beams.co.jp/cdn/cms/shop/175/list_wbOX9z.jpg,175,BEAMS GOLF NAMBA PARKS,06 6635 2093
Kansai,Osaka,174,BEAMS TENNOJI,tnj,/global/shop/tnj/,"Tennoji MIO Main Bldg. 1F, 10-39 Hidenin-cho, Tennoji-ku, Osaka-shi, Osaka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",06 6776 7681,//cdn-cms.beams.co.jp/cdn/cms/shop/174/list_gu82D4.jpg,174,BEAMS TENNOJI,06 6776 7681
